id,predict_data,mse,rmse,smooth,skip,result_corr
0,51.954792 55.53694  50.422596 52.49691  53.88317  54.566086 50.5052 56.919575 48.672573 50.496773 50.919178 50.988056,437.49048,20.91627306,weighted6,1,-0.16612558955948672
1,52.34796  54.562244 49.142303 53.518864 53.132812 54.948933 51.56028 55.574318 49.63082  48.646473 51.69254  52.756233,443.99695,21.07123509,weighted6,1,-0.009719720864407266
2,53.371693 55.096    49.31477  53.97966  52.394627 52.85878  50.91952 54.885452 50.211155 47.691875 48.9044   51.80379 ,478.55588,21.87592004,weighted6,1,-0.07744008954679676
3,54.021866 54.13156  47.847412 53.35069  52.577335 54.26365  53.05301 53.330803 51.301815 45.309845 49.206814 50.960762,479.70834,21.90224517,weighted6,1,0.27000336606681297
4,55.027077 53.4425   48.91123  51.45359  50.441364 55.983704 54.03238 53.041424 50.9114   47.62424  51.13793  49.909386,466.05862,21.58839096,weighted6,1,0.28807188734845546
5,54.605263 53.942158 49.08248  49.802353 52.087143 58.473476 54.030064 50.225018 50.77463  46.66576  52.400455 49.27443 ,442.14615,21.02727155,weighted6,1,0.3550774681219214
6,57.85898  52.41546  49.58268  50.921894 52.343494 58.49341  54.221394 50.299942 47.307926 48.05019  52.993965 49.401096,384.90756,19.6190612,weighted6,1,0.40151803452232526
7,53.02326  52.868355 50.644405 52.455338 55.413918 57.376175 52.616085 53.138138 47.0688   50.182938 52.22836  51.19105 ,315.7173,17.76843508,weighted6,1,0.3421323376791412
8,52.744465 54.48816  51.064053 51.81841  54.397602 55.731323 51.52871 53.511173 45.836025 50.200108 50.592457 51.99302 ,249.29121,15.78895861,weighted6,1,0.4287911875836453
9,52.695457 53.193085 47.817196 52.37862  53.740578 54.511215 51.947483 53.38351  46.52631  48.243465 50.538082 51.24903 ,197.25175,14.04463438,weighted6,1,0.3104173064756512
10,52.089317 53.69327  50.91306  53.64758  55.17665  52.76311  50.354923 52.130726 48.530228 47.551487 48.366364 51.910816,122.268456,11.05750675,weighted6,1,0.5336692845962021
11,50.440926 53.87752  50.886147 52.46293  53.34764  53.27808  48.80911 52.472622 48.881607 49.07513  50.956017 51.14857 ,81.90552,9.050166715,weighted6,1,0.32252107396165597
12,50.733845 55.88014  49.534363 52.28838  53.3646   52.244396 46.793907 51.472965 49.24594  51.1369   54.39801  51.644943,47.62451,6.901051494,weighted6,1,0.20348343379449885
13,49.36692  56.10656  51.910213 51.55458  52.881805 53.744244 47.91694 49.8604   50.310223 57.188354 56.431866 51.056564,31.454933,5.60846977,weighted6,1,-0.0716271397080479
14,49.41689  55.551907 53.277702 49.315193 51.87978  52.401478 48.878807 50.377815 49.958355 58.793926 55.459198 50.716145,19.868082,4.457362678,weighted6,1,-0.06884086411876773
15,49.946285 54.306805 51.24816  50.19376  52.28891  55.32862  51.98323 50.740253 50.892025 55.83587  55.639206 52.718258,10.576911,3.252216317,weighted6,1,-0.2501448166861049
16,51.572506 54.71274  50.633335 51.036434 51.798138 55.991753 52.356945 52.52101  50.93691  54.65344  52.69174  50.548817,5.411164,2.326190836,weighted6,1,-0.1163562902605424
17,51.78889  54.572628 47.99959  50.199825 52.242786 59.617817 53.57477 53.23739  50.86687  50.86421  53.474007 49.440865,10.9969635,3.316166989,weighted6,1,-0.3296217706725927
18,52.541813 55.22403  47.93437  50.066406 51.093826 62.103786 52.17764 55.288563 50.09457  51.608967 56.42457  49.1459  ,17.808588,4.220022278,weighted6,1,-0.16880085961415559
19,52.501728 55.168606 47.0383   50.61085  51.864372 63.04829  51.656284 54.494152 49.251465 51.08894  57.462044 48.749527,21.709581,4.65935418,weighted6,1,-0.13109597637751846
20,54.6893   54.665092 49.411983 50.755352 53.119923 64.63955  52.42464 54.968826 46.45501  54.02535  57.876163 47.62288 ,30.709969,5.541657565,weighted6,1,-0.201436481299567
21,53.773514 55.327602 48.425842 52.728363 54.83934  64.09942  52.23658 57.067265 45.85141  53.69797  57.041702 48.521152,35.170338,5.930458471,weighted6,1,-0.2071579936795835
22,54.070515 56.23964  48.196697 52.998837 54.629967 63.235172 52.957092 57.4682   45.305267 54.193443 55.919342 48.3989  ,45.605076,6.753153029,weighted6,1,-0.26389118455412497
23,53.63642  56.71947  47.735744 51.987957 54.162247 61.68311  52.34826 57.370174 45.207787 53.947376 55.278183 48.056484,53.55763,7.318307771,weighted6,1,-0.22056208408780004
24,53.4965   57.127144 48.067375 53.27285  54.902805 59.83088  52.093235 55.63579  47.26188  51.981346 54.248135 48.977596,55.38783,7.442299969,weighted6,1,-0.30799033082585947
