id,predict_data,mse,rmse,smooth,skip,result_corr
0,54.59517  51.299217 56.494953 51.162243 50.79963  55.00158  55.481075 47.714565 50.13665  54.29398  55.624985 53.221214,577.97797,24.04117232,weighted3,1,-0.22332276731141734
1,55.000465 51.5814   58.33497  50.612293 50.209118 52.61729  54.65249 47.103146 50.25232  52.698536 55.057537 51.283257,619.03,24.88031409,weighted3,1,-0.38567465212800295
2,52.75364  52.02475  57.757954 49.424152 49.17111  50.688053 53.368477 48.530685 50.48941  53.850525 52.745705 49.37922 ,641.17773,25.3214876,weighted3,1,-0.19797103112262365
3,52.64893  52.90795  56.80376  49.6913   49.83524  51.54766  52.248302 49.59244  51.513718 54.38772  52.151848 49.661404,612.42145,24.7471503,weighted3,1,0.012487890975221752
4,53.050835 53.46881  53.78578  51.439293 48.128025 50.868935 52.575653 52.225967 52.10679  54.350754 50.707794 48.89629 ,588.62445,24.26158385,weighted3,1,0.15046092101045783
5,53.400295 53.94724  53.97749  53.007576 51.05139  52.43533  51.637424 50.76644  54.112938 53.522827 52.2928   51.24816 ,499.59567,22.35163691,weighted3,1,0.34274008151492175
6,52.01043  54.420017 53.714508 52.092255 52.56378  54.5759   52.471455 49.758457 55.91268  54.27325  52.917908 50.263527,412.83682,20.31838632,weighted3,1,0.11815832938910881
7,52.104744 53.271744 56.57377  53.0836   50.80511  56.59451  51.620422 45.389347 54.38001  53.54909  55.106785 49.731144,311.70605,17.65519908,weighted3,1,0.20201885635584893
8,48.507442 51.64688  56.99951  51.518883 52.84375  54.679626 50.664787 45.096428 57.160954 54.703667 55.984173 46.029556,249.24889,15.78761813,weighted3,1,-0.051019859682184476
9,46.909966 54.619686 53.902233 52.936363 51.975903 54.029293 50.100304 47.2739   54.918434 56.569496 54.981464 45.83642 ,165.10172,12.84919122,weighted3,1,-0.11108216080000533
10,47.21081  56.10713  55.79117  52.339695 47.533592 54.596012 49.13715 47.02266  55.58227  56.51744  53.060375 46.748657,96.6319,9.830152439,weighted3,1,0.009041265973204066
11,48.243233 54.572853 56.148716 54.062683 48.98738  54.965233 50.965538 47.368126 54.557983 54.941322 54.542767 47.45977 ,49.644825,7.045908386,weighted3,1,-0.0012300418621953024
12,47.654995 56.19662  53.35673  52.58837  46.873722 55.71967  52.495884 48.940742 53.315434 54.71247  52.920197 47.237644,30.423372,5.515738597,weighted3,1,-0.07389268238234159
13,48.930046 55.083572 53.607964 50.50257  45.62477  56.372913 55.400204 48.52016  52.19524  52.401745 53.49144  46.711838,20.244135,4.499348275,weighted3,1,-0.059924683331372214
14,47.228508 50.782288 54.249832 48.988487 47.56017  54.432915 56.673176 48.296413 54.249588 53.967937 53.410767 47.29539 ,17.442713,4.176447388,weighted3,1,-0.3081623232155888
15,46.36747  50.042442 57.74553  50.35447  48.294483 52.18536  56.968136 47.877228 54.676456 52.14313  54.476826 45.999245,19.590971,4.426168884,weighted3,1,-0.3745367843056641
16,42.884937 50.143642 57.856514 50.18926  47.662807 51.696804 56.90665 48.483185 54.459286 54.247993 54.476498 45.55439 ,22.834517,4.778547533,weighted3,1,-0.16010475308727062
17,44.030273 50.802845 57.16537  52.618988 49.51361  54.660744 56.076107 48.625904 55.4666   55.766384 56.789913 46.539238,21.282927,4.613342233,weighted3,1,0.08524080992520838
18,46.817554 51.43865  56.446274 53.866154 48.98794  55.3795   56.41108 49.694534 54.502464 54.430492 57.045517 48.68747 ,14.969559,3.869051397,weighted3,1,0.16720143159298564
19,49.455063 52.750477 56.066437 54.01603  49.821117 57.219223 57.643494 49.93269  54.691406 54.576252 55.259853 51.17037 ,14.635732,3.825667484,weighted3,1,0.05026311334489231
20,51.740158 51.133125 57.53558  53.51648  51.453224 58.64595  59.65464 50.048225 53.736298 51.91251  55.489418 52.877743,20.43255,4.520237873,weighted3,1,-0.06443868821816093
21,53.815117 50.339767 59.225117 53.458004 52.15525  58.69387  59.73441 49.805367 51.722786 49.954453 54.02355  54.981785,30.418802,5.515324312,weighted3,1,-0.12449583745273592
22,51.280003 50.632236 57.52326  52.161453 53.93837  57.74447  60.064297 50.595665 52.0406   50.28978  53.443077 54.497387,41.49999,6.442048475,weighted3,1,-0.06264799350124695
23,51.666904 51.69225  54.464912 54.198483 55.852776 57.62     59.58809 51.61852  52.65261  51.576378 55.44659  55.06469 ,45.21248,6.724022504,weighted3,1,0.019637315462230666
24,52.72052  51.549534 55.980595 53.757866 54.03649  58.225838 59.65328 50.764046 52.373962 51.241722 54.73338  54.898514,56.82689,7.538361164,weighted3,1,-0.18476846814536363
25,52.083946 50.614464 57.49485  55.141922 54.633205 57.36801  58.800972 49.732758 52.93589  51.736256 56.023834 54.530087,56.407444,7.510488932,weighted3,1,-0.16320377275572223
