date,pm25,temp,rh,psfc,wnd_dir,wnd_spd
20130102 00:00:00,43.655,276.595,41.71166667,95285.05667,330.1540681,1.290569308
20130102 01:00:00,47.66666667,275.81,43.74666667,95317.49333,18.3056132,1.435280148
20130102 02:00:00,52.395,275.1166667,45.045,95353.22667,42.18180757,2.191468369
20130102 03:00:00,58.33333333,274.4466667,46.185,95392.55333,47.33450644,2.926824291
20130102 04:00:00,65.345,273.7133333,47.91333333,95436.2,48.17983012,3.757789332
20130102 05:00:00,72.50833333,272.9183333,50.14166667,95482.42167,48.71197376,4.642121014
20130102 06:00:00,78.61833333,272.07,52.805,95545.23167,45.4053879,5.4070976
20130102 07:00:00,82.98833333,271.2166667,55.60666667,95618.85333,45.77327032,5.900707601
20130102 08:00:00,85.54333333,270.3683333,58.25166667,95697.63333,39.58493862,5.948433404
20130102 09:00:00,85.54166667,270.05,62.30333333,95785.21833,54.21102654,6.201625328
20130102 10:00:00,82.63,269.795,65.48,95878.16833,52.41194774,6.33609027
20130102 11:00:00,77.59833333,269.7466667,66.82833333,95972.38833,55.28495555,6.494811718
20130102 12:00:00,71.97333333,269.9416667,66.04333333,96055.24167,55.50330195,6.743145959
20130102 13:00:00,66.62333333,270.325,63.82833333,96124.525,59.04990158,6.981632743
20130102 14:00:00,61.66,270.8633333,60.92666667,96188.03,54.05072168,7.1737767
20130102 15:00:00,57.325,271.03,56.05,96240.715,51.88394156,6.979136432
20130102 16:00:00,53.89666667,271.2983333,51.33666667,96289.57,52.71050029,6.783735944
20130102 17:00:00,51.47333333,271.5,47.84333333,96336.795,53.0920826,6.573877319
20130102 18:00:00,49.94666667,271.4916667,46.12833333,96390.11167,51.10803832,6.2897405
20130102 19:00:00,49.18833333,271.2766667,45.65666667,96453.19667,53.21507935,5.989680513
20130102 20:00:00,49.03833333,270.9366667,45.84666667,96518.21333,62.61649336,5.693578237
20130102 21:00:00,49.21333333,270.505,46.33333333,96588.08167,64.97444241,5.317174973
20130102 22:00:00,49.565,270.0416667,47.02333333,96655.62,52.39792778,4.83752405
20130102 23:00:00,50.06666667,269.6,47.46333333,96721.41167,48.91033781,4.299455372
20130103 00:00:00,50.57666667,269.2533333,47.44666667,96775.08833,46.62812384,3.792123425
20130103 01:00:00,50.93666667,269.005,47.15166667,96817.56,45.1465362,3.353921862
20130103 02:00:00,51.2,268.8133333,46.745,96853.205,41.51672853,2.97855714
20130103 03:00:00,51.77833333,268.65,46.52333333,96882.82333,35.80641775,2.725785052
20130103 04:00:00,52.58333333,268.4816667,46.415,96902.22333,39.27216468,2.593751579
20130103 05:00:00,53.465,268.3016667,46.62,96910.7,31.3902681,2.472732594
20130103 06:00:00,54.73166667,268.1033333,47.25,96923.64,16.73359422,2.282740275
20130103 07:00:00,56.47333333,267.9016667,48.11,96936.265,10.59942372,2.111888162
20130103 08:00:00,58.75833333,267.685,49.21166667,96956.47833,15.69779252,1.969428664
20130103 09:00:00,61.75666667,267.6966667,54.97,96966.49667,34.96512077,1.847184875
20130103 10:00:00,63.545,267.7383333,59.45166667,96976.83,34.1458198,1.864302097
20130103 11:00:00,63.845,267.885,59.23666667,96982.80833,27.89727103,1.935489528
