date,pm25,temp,rh,psfc,wnd_dir,wnd_spd
20130102 00:00:00,45.235285,276.2958456,41.89300513,95298.84452,330.1540681,1.429421998
20130102 01:00:00,49.54588781,275.6826495,43.32380221,95326.19329,18.3056132,1.821588004
20130102 02:00:00,54.26474061,275.0418199,44.82002836,95360.34193,42.18180757,2.739414636
20130102 03:00:00,60.26958675,274.3812464,46.21156153,95400.28176,47.33450644,3.643131956
20130102 04:00:00,67.67870485,273.6351328,48.14551297,95445.43815,48.17983012,4.423360644
20130102 05:00:00,74.73650938,272.776488,50.78976138,95497.61512,48.71197376,4.969515709
20130102 06:00:00,79.51764781,271.8974655,53.79277533,95568.1986,45.4053879,5.262924336
20130102 07:00:00,81.52407645,271.0781723,56.62632783,95644.7949,45.77327032,5.405933298
20130102 08:00:00,81.48576832,270.2986828,58.85598202,95722.96325,39.58493862,5.381372501
20130102 09:00:00,79.70981541,270.4476322,63.18289084,95809.44039,54.21102654,5.964221095
20130102 10:00:00,76.57270119,270.3883082,65.7135129,95897.03524,52.41194774,6.311750322
20130102 11:00:00,72.46333544,270.3745058,65.64965172,95981.70278,55.28495555,6.590438353
20130102 12:00:00,68.25093738,270.5160761,63.06116966,96056.00799,55.50330195,6.84643441
20130102 13:00:00,64.30494422,270.7486265,59.44939678,96112.00015,59.04990158,6.945843672
20130102 14:00:00,60.67781005,270.9861622,55.89813346,96165.54593,54.05072168,6.810698223
20130102 15:00:00,57.41557394,271.2244019,52.71009077,96215.88716,51.88394156,6.651492512
20130102 16:00:00,54.77112155,271.4031444,50.15291937,96271.10517,52.71050029,6.467683354
20130102 17:00:00,52.73651391,271.4451032,48.54636981,96329.85231,53.0920826,6.342059826
20130102 18:00:00,51.5432236,271.2665022,47.90454953,96396.08597,51.10803832,6.1819284
20130102 19:00:00,51.07087382,270.9160729,47.8146782,96463.05857,53.21507935,5.956807611
20130102 20:00:00,50.96776699,270.5229091,47.9133416,96527.759,62.61649336,5.596640166
20130102 21:00:00,50.77983353,270.1535064,47.84095827,96594.38501,64.97444241,5.139045588
20130102 22:00:00,50.63416679,269.8439331,47.85782734,96657.24073,52.39792778,4.565105508
20130102 23:00:00,50.64154771,269.5742379,47.66130522,96718.4491,48.91033781,4.060672245
20130103 00:00:00,50.92110552,269.3358842,47.24378942,96765.67222,46.62812384,3.68265399
20130103 01:00:00,51.24364682,269.1113459,46.83699242,96799.8573,45.1465362,3.420408996
20130103 02:00:00,51.54260488,268.905247,46.51785172,96829.43522,41.51672853,3.141444573
20130103 03:00:00,52.18186065,268.7180336,46.4641798,96860.6423,35.80641775,2.952010953
20130103 04:00:00,53.01561476,268.530024,46.68869986,96880.68164,39.27216468,2.776594891
20130103 05:00:00,53.85401055,268.32716,47.17764276,96892.58117,31.3902681,2.575703589
20130103 06:00:00,55.38715041,268.1051143,47.97831627,96912.23512,16.73359422,2.296260999
20130103 07:00:00,57.41939316,267.8865102,48.8359402,96926.18795,10.59942372,2.137238963
20130103 08:00:00,59.87099513,267.6589359,49.834243,96954.32282,15.69779252,1.980678277
20130103 09:00:00,63.27071082,267.8478113,58.70445932,96967.02201,34.96512077,1.913331393
20130103 10:00:00,64.0019363,267.9798652,63.11461381,96974.38144,34.1458198,2.064024732
20130103 11:00:00,62.21566878,268.185618,58.541867,96969.75817,27.89727103,2.188760503
20130103 12:00:00,59.81976341,268.50687,52.14419071,96937.93869,27.22867918,2.22532088
20130103 13:00:00,57.46554529,268.9163357,46.41156478,96890.23049,18.27490516,2.236429096
20130103 14:00:00,55.67538949,269.3945255,41.74540341,96838.9675,20.23527117,2.373945935
20130103 15:00:00,54.58242107,269.9075182,38.31814529,96764.88821,26.37842063,2.480220252
20130103 16:00:00,54.28744362,270.3882273,36.26724664,96694.57729,30.22698675,2.571815453
20130103 17:00:00,54.99960259,270.7801624,35.53946188,96631.69235,39.72828367,2.650594695
20130103 18:00:00,57.20828756,270.9772588,36.00532992,96582.47454,40.89816131,2.910079619
20130103 19:00:00,61.49163397,270.7894706,37.57237851,96556.01896,39.04793502,3.461913357
20130103 20:00:00,65.76830998,270.3896219,39.62598465,96531.90497,43.0136593,3.871686945
20130103 21:00:00,69.04022142,269.9640156,41.35570332,96514.20069,46.92338918,3.848984645
20130103 22:00:00,71.36015815,269.5457254,42.54550237,96499.88907,44.87124566,3.648312781
20130103 23:00:00,73.1686844,269.1612325,43.30393027,96484.61219,35.16214903,3.315395672
20130104 00:00:00,74.59763171,268.8123089,43.78566448,96457.05156,35.15417763,3.112473463
20130104 01:00:00,75.78687979,268.5087921,44.15833177,96410.7454,32.84234967,2.865925477
20130104 02:00:00,76.64777128,268.2577086,44.59595126,96366.04672,28.54424732,2.639042465
20130104 03:00:00,77.6112652,268.052649,45.10282233,96328.17337,36.36036363,2.463338915
20130104 04:00:00,78.53090371,267.8776064,45.56773024,96289.33241,35.94760208,2.363034555
20130104 05:00:00,79.36778837,267.7154332,45.9055216,96253.20315,30.76854168,2.263140418
20130104 06:00:00,80.26556312,267.5481666,46.17251543,96232.37368,24.79358144,2.236535453
20130104 07:00:00,81.22968794,267.3658333,46.31751102,96217.35548,26.91655462,2.222358363
