predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
71.25578   70.40883    7.2803307 40.597164  51.718903   3.5928779 44.00981   36.735126  48.194927  35.05204   27.278837  42.274673 ,1972.4589,44.41237285,0.5115678,raw,24,-0.398930151,0
 83.728546  81.76204   18.986532  74.643654  58.0843   -14.837682  54.840603  35.75179   79.86795   20.022795  28.642233 -25.166945,1695.0724,41.17125681,0.5809009,raw,24,-0.199629233,0
 98.25393   76.632965  21.167616  51.85201   70.24257  -10.770548  79.93041   64.07345   40.80354    9.392406 -23.19671  -56.4782  ,4362.446,66.04881377,0.60674775,raw,24,-0.320985098,0
 77.05609   54.650043  21.752783  37.780693  52.42862  -14.167758  70.408585  48.738495  44.05998    9.112032 -10.161651 -35.947044,7056.828,84.00492917,0.7284241,raw,24,0.279584224,0
 66.52393    64.86319     9.574196   10.791972   51.84409    19.456999  49.168896   55.166805    4.7075353   9.33979   -15.949825    0.8578889,8886.644,94.26899572,0.7693872,raw,24,0.143346672,0
46.93773   59.524723   4.3517866 23.172932  35.54879   33.767414 33.782227  46.761288  31.960798  47.047276  -4.2259727 42.033855 ,8236.912,90.75743556,0.71999294,raw,24,-0.071910946,0
 50.03063   52.15802  -20.392971  28.92961   57.409115  24.41075   2.030368  51.516773  71.038574  10.76124   15.021568  30.178381,9279.284,96.32904121,0.7465136,raw,24,-0.02908849,0
 23.88752   43.951324 -33.10012   52.338535  61.709393  35.313126  12.662257  20.136194  81.99032   35.25609   -9.311942  43.09197 ,17138.205,130.9129676,0.79568404,raw,24,0.08611567,0
 43.83058   66.12331  -15.43129   25.547136  76.80713   46.982697  28.844059  56.433624  34.77754   29.882002 -10.622628  54.443462,13838.558,117.6373989,0.7556091,raw,24,-0.187872865,0
 5.5557121e+01  6.1681419e+01  5.0920486e+00  5.0198311e+01  5.2008389e+01 -6.3916020e+00  6.0366558e+01  1.1645137e+01  3.0141108e+01 -2.2789516e+00  3.6651555e-02  8.1075487e+00,13586.485,116.5610799,0.8061215,raw,24,-0.009899443,0
 37.112804   37.98256   -58.755512   67.39492    60.02346    52.195507   6.5248117  32.86107    73.44262    57.7855    -18.406025   43.596447 ,2236.739,47.29417526,0.53867143,raw,24,0.071171869,0
56.796684  76.567856   2.3681173 37.06349   60.134155  22.820965 60.43388   32.91398   14.304106  45.092636  -2.0081134 39.456432 ,4941.248,70.29401146,0.6217427,raw,24,-0.381154317,0
72.21545   52.736782   4.7631426 26.616436  42.50762    9.382952 51.338818  30.763092  40.763546  24.821625  25.451283  46.42283  ,19829.45,140.8170772,0.7893687,raw,24,-0.310047537,0
49.80048  38.501842 -8.640456 39.36288  65.52411  26.093214 40.04051 34.076447 46.948315 40.38653   6.33551  50.51669 ,36870.516,192.016967,0.83807236,raw,24,-0.059026057,0
 24.444769   45.950684  -47.328503   72.207344   57.426666   57.18122   1.6412376  15.944451   66.99889    62.30489   -10.331228   52.506344 ,2298.7415,47.9451922,0.52119476,raw,24,0.120565298,0
 86.25208   53.834366 -22.966951  52.84443   43.267757  42.33348  64.51364   15.612388  36.400448  76.24441  -19.915049  27.99516 ,21716.127,147.3639269,0.7597413,raw,24,-0.187807698,0
107.26644   70.93159    9.77563   66.136055  98.43015   23.857069  73.449196  62.43606   48.56815   20.953606 -14.060852 -21.45818 ,7279.5117,85.32005461,0.61073136,raw,24,-0.374573616,0
105.38936    75.150604    5.2757096  51.232975   67.63709   -10.904272  66.508224   65.08639    44.583374   -4.301034    4.4287887 -16.946056 ,11300.188,106.3023446,0.7267224,raw,24,0.20083025,0
54.035152  60.558926  -3.7658577 42.41419   59.649937  -6.2039285 40.359344  28.34487   37.47554    7.153695  14.70935   19.727022 ,8189.66,90.49674114,0.74287677,raw,24,-0.26501765,0
 78.25692    45.295734  -12.469596   46.26097    -1.8277476   0.9939285  34.75539     1.94947    23.081726   16.080034   28.281929   44.37919  ,9878.587,99.39108066,0.7889561,raw,24,0.025756192,0
 53.93318     68.9177      -0.22843924  56.14494     40.349033 -11.122969    40.79846     68.75691     62.125202    33.918602   3.394911     7.81679   ,11563.316,107.532862,0.696181,raw,24,-0.196895406,0
 63.17989    48.591236  -20.670502   53.393997   32.794617   28.119965  38.196064   -0.6948127  23.966892   44.032406    3.0034578  54.150517 ,5412.768,73.57151668,0.6655869,raw,24,0.05168266,0
 68.45746   55.113167 -16.787655  59.11226   35.839325  30.645073  38.24867   24.870687  23.196878  38.2607    29.903513  63.876564,589.7088,24.28392063,0.665812,raw,24,-0.089502256,0
 42.677124  73.70892  -47.68411   66.70585   79.55593   68.0002  10.80554   65.031494  77.61913   92.72017   -7.297504  58.91759 ,1703.3539,41.27170801,1.134075,raw,24,0.183333257,0
 48.384777   60.952522  -18.634995   35.56868    58.450962   55.545483  36.907486   51.153473    7.1303926  63.311127   -6.7015095  62.99187  ,840.46,28.99068854,0.65086067,raw,24,-0.365883654,0
 45.057407  54.730347 -43.957504  55.602333  89.927055  45.934025  27.04596   68.08784   71.79662   63.502533 -19.300346  36.283867,6567.318,81.03898982,0.63508517,raw,24,0.164783491,0
87.50081  75.46021   0.76682  21.690882 61.434124 29.093544 54.559944 42.74794  21.607141 32.69465  -1.531682 35.5481  ,8105.6035,90.03112526,0.6712566,raw,24,-0.42835505,0
86.14561   52.87803   -4.1924896 30.828432  50.66182   11.857478 56.731983  27.253794  57.6222    19.404594  16.613808  19.318398 ,3301.219,57.45623547,0.61002034,raw,24,-0.009756971,0
58.125652  80.908104   3.6057022 58.52713   58.92463   13.389371 47.202293  44.675915  31.293232  46.513596  25.635487  56.406578 ,6138.8716,78.35095138,0.5984066,raw,24,-0.279043051,0
103.67691   68.107025  16.52549   29.945509  50.312305 -11.928662  75.48267   39.49327   36.802376   9.22947   15.777296  25.70876 ,20072.643,141.6779537,0.77713627,raw,24,-0.499843507,0
 80.83945    53.475437   27.052284   62.713757   22.811943  -54.623  68.802765   -4.1395392  56.918385  -27.362309   36.532333    2.3421407,9931.32,99.65600992,0.7708667,raw,24,-0.046860568,0
 80.23531   53.72332    5.222056  56.15577   29.87837  -13.106345  65.824776  20.905094  21.224344  34.979046  26.721289  34.701206,35617.11,188.7249569,0.83808666,raw,24,-0.508552298,0
109.223564  69.99813   13.698811  59.101128  46.547466 -52.475716  69.15888   19.367065  49.81775  -30.042917  20.378466 -43.958878,14044.418,118.5091472,0.79382056,raw,24,-0.077338248,0
102.98763   65.464424  23.070925  42.947964  41.290882 -19.514616  46.423794  63.148167  31.170092  11.071798  38.642654  15.517182,7343.7437,85.69564547,0.6746714,raw,24,-0.125643909,0
74.54164   58.155243  13.877984  42.47145   41.27906   -1.8044537 68.81575   40.708897  21.01041   23.72569   23.037117  30.665487 ,10832.716,104.0803335,0.7414225,raw,24,0.462506863,0
 63.238125   53.103603   26.300673   72.507515   34.28138   -25.610617  55.49141    27.61824    52.06183     7.8230643   3.9888315   9.284178 ,2972.6543,54.52205331,0.5794814,raw,24,-0.390889846,0
76.16393   81.780174  -2.9063456 47.59614   49.015987  -5.1135044 52.01108   66.91423   37.19927   53.30786   31.096031  45.129143 ,9991.952,99.95975264,0.65566385,raw,24,-0.150029924,0
 85.01464    67.38551    11.090024   82.69881    26.089703  -43.580666  51.27897     0.7745629 104.66035    11.252242   65.87003   -12.76412  ,1941.3407,44.06064796,0.9923487,raw,24,-0.24814788,0
 97.55431    83.12923     9.202893   57.975094   36.432575  -19.016352  66.59325    12.168632   26.454594   -5.7394557  -2.4451623 -26.242702 ,2514.5427,50.14521637,0.75004023,raw,24,-0.605874616,0
 82.528305   75.99241    27.856699   50.28778    51.58855   -11.762481  68.80235    70.85114    30.759687    3.7180736   9.0095005  14.573249 ,2124.057,46.08749163,0.5056558,raw,24,-0.547706167,0
 40.291702   40.00834   -35.70098    49.155926   29.784088   25.905571  36.29111   -13.39557    34.70999    62.32929    -0.4722633  61.542324 ,12910.671,113.6251332,0.79709953,raw,24,0.103289345,0
 86.788155   43.594986   -3.9018242  38.233265   21.213833  -39.33036  48.394924   30.029947   51.19565    -7.834934   23.393473  -18.18704  ,20010.924,141.4599725,0.86537415,raw,24,0.267788751,0
 51.057423   56.793976  -12.967476   55.322758   37.179935   -2.4930897  30.18287    52.377647   38.414093   18.14372    -8.164577   -2.308591 ,4898.8667,69.99190453,0.6935496,raw,24,-0.322643418,0
91.58297  56.3219   15.16419  29.409103 48.552776  2.864464 70.81528 50.84262  32.625175 34.33377  17.344397 18.318958,10043.859,100.2190569,0.7106598,raw,24,-0.162801323,0
46.282784  59.752823  -7.8520107 66.60022   45.762383  -6.7194204 38.307793  37.558533  74.85865   34.29619   12.170161  31.867191 ,3405.9094,58.36016984,0.5809008,raw,24,-0.116171749,0
 63.798756  47.45698   -2.415271  30.552235  48.24673   23.649519  63.47059   28.322348  21.990582  53.651855 -11.973924  26.376186,6996.2476,83.64357452,0.70009804,raw,24,-0.163941882,0
