predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
27.300842  60.147663  77.6325    53.420425  45.390774  48.849087 52.328907   5.2978826 55.288815  85.82408   58.144966  52.143566 ,1172.2351,34.23791915,0.33817598,rolling24,6,-0.179351093,0
59.85447  47.81426  60.2456   55.115673 71.10685  25.99665  47.690548 28.31065  29.93854  68.438416 37.71346  68.9551  ,570.9958,23.89551817,0.33868638,rolling24,6,0.239242864,0
37.652626 25.456474 72.80035  48.523163 64.21455  41.523006 32.66303 39.99136  31.916824 67.9192   41.620003 61.7722  ,266.65616,16.32960987,0.2837799,rolling24,6,-0.251125827,0
12.114866 61.53641  39.607166 54.54713  65.91306  37.26942  45.598103 36.916622 31.372068 70.33856  68.57606  58.09028 ,266.02832,16.31037462,0.27173296,rolling24,6,0.508256497,0
20.176565 38.272476 80.562294 54.083294 55.886368 53.944405 23.813318 26.544361 42.722218 84.72669  48.309288 81.754745,510.1617,22.58675968,0.32154056,rolling24,6,0.184411535,0
 4.3662844 50.848343  75.96765   68.43632   62.801533  43.89413 35.929863  13.355264  47.12732   92.53385   46.05219   92.288216 ,685.55634,26.18313074,0.35827342,rolling24,6,0.251351095,0
 -3.5148218  60.061905   79.780205   77.09371    61.842598   34.767273  30.645782    2.9753957  55.35094   104.86906    56.755142  101.34651  ,1114.6056,33.38570938,0.45755693,rolling24,6,0.215980979,0
 -2.0253456  69.60357    70.12515    76.19794    69.98622    22.173662  29.371496    3.688133   59.96578   106.400795   70.46868   107.92385  ,1437.5122,37.9145382,0.38092306,rolling24,6,0.53154019,0
  2.2015338  66.63835    66.52971    68.851425   83.06664    26.41877  30.34941    16.171963   57.40795    98.12082    77.07108   107.92503  ,1508.3104,38.83697239,0.36676732,rolling24,6,0.288648794,0
  9.394891  56.241047  61.213066  57.665573  92.80681   28.864468  29.942253  20.418657  45.954865  82.36271   81.18524  104.02526 ,1483.4242,38.51524626,0.4366459,rolling24,6,-0.298824163,0
10.997759 58.483185 58.013214 54.205883 84.44984  30.078789 34.993618 17.679157 48.35799  81.78217  85.79423  97.60705 ,1153.663,33.96561443,0.35198689,rolling24,6,0.4404299,0
14.1160345 63.775097  57.52701   50.82833   78.3546    22.351944 35.908123  21.203388  48.449635  77.65633   87.30122   92.27224  ,2244.808,47.37940592,0.44365516,rolling24,6,0.493595835,0
17.076775 62.949528 54.07396  47.52066  74.478905 25.844732 35.991077 24.379663 45.12135  77.023605 82.12758  89.17469 ,3621.9617,60.18273565,0.49688044,rolling24,6,-0.339403703,0
27.75283  55.81001  52.695972 53.252834 90.93598  47.391815 58.325848 21.082901 35.4155   59.412605 50.417007 85.08936 ,2220.436,47.1215029,0.43144333,rolling24,6,0.075268014,0
29.302738 15.356611 81.69012  43.881844 83.37242  29.934069 42.518566 26.20063  42.283463 42.342606 55.00359  88.62161 ,1950.9396,44.16944164,0.46538532,rolling24,6,0.224417211,0
29.800446  56.935642  30.334715  48.173702  83.69639   -5.3399835 60.03717   34.251633  38.472374  66.57651   80.49996   52.017933 ,3827.3018,61.86519019,0.5457489,rolling24,6,0.308277189,0
49.473408 63.862694 76.82406  28.765043 77.30537  38.152977 45.214024 45.96834  55.864147 75.04512  60.974644 74.5219  ,4000.5637,63.25000965,0.5026854,rolling24,6,-0.443695973,0
42.79311  81.32492  56.113937 45.132698 86.66825  51.30452  88.06003 41.56719  49.702698 49.490192 53.638756 83.32287 ,2402.7087,49.01743302,0.39775097,rolling24,6,0.040152458,0
 53.68916   34.841396  81.440735  32.36335  108.33273   47.858047  77.13858   45.704422  40.244164  28.878227  45.859707  82.52081 ,3083.665,55.53075759,0.46213058,rolling24,6,-0.180280736,0
