predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
80.388626 16.633007 35.94575  36.336838 33.299572 66.61959  37.650627 26.7246   57.934135 26.154787 13.073567  8.415195,1989.5474,44.60434243,0.5792836,weighted6,6,0.145735872,0
81.62605  61.119884 52.4628   41.94271  42.62031  42.248146 29.909466 49.95395  46.028133 19.329348 30.397017 34.024616,499.308,22.34520114,0.31957102,weighted6,6,0.809356309,0
 64.50663   30.240067  98.60231   24.634724  60.90863   50.676903  19.222084  37.286583  58.472145  42.78241  106.04946   59.376476,661.82214,25.72590413,0.39515865,weighted6,6,0.155631333,0
 36.9617    44.97865  100.34976   63.047947  58.58272   88.25404  34.838303  46.88636   55.111385  66.25774   58.518036  50.020935,398.8497,19.97122182,0.2795917,weighted6,6,-0.023017159,0
67.08795  10.257647 81.28169  61.791798 35.62865  93.94538  24.096003 37.38996  38.20823  46.360428 24.812885 47.29    ,815.6167,28.55900382,0.45105588,weighted6,6,-0.314903132,0
81.85216    3.0602813 78.64429   39.109585  56.195328  76.52822 24.598503  41.229137  70.9092    38.768867  14.999925  30.791655 ,783.33466,27.98811633,0.41749272,weighted6,6,0.122261524,0
87.32297    7.5361543 65.894554  16.97254   67.76657   61.1899 14.638488  43.60847   68.3444    28.055538  16.656357   5.309459 ,1602.3729,40.02965057,0.5333471,weighted6,6,-0.29861591,0
90.78421   32.36594   73.190384  10.639328  75.78355   67.93815 14.963264  45.141144  59.130363  31.91433   28.35442    3.1929216,1968.3541,44.36613715,0.47862625,weighted6,6,-0.565639202,0
93.77401  51.135464 76.61268  16.371494 59.37164  65.21125  13.283554 52.038002 37.34406  27.046513 53.439926 25.999308,1808.5109,42.52659009,0.44649637,weighted6,6,-0.46191881,0
86.78294  50.220325 90.68861  25.588787 54.94316  59.21236  14.593108 46.776073 53.55064  35.08903  56.661777 30.185009,1168.4508,34.1826097,0.37225345,weighted6,6,0.286463746,0
87.27597   39.267956  73.06849   26.077347  51.409977  76.1235  4.9686327 46.990993  61.877262  34.226677  35.260155  22.368727 ,1837.2539,42.86319991,0.4405516,weighted6,6,-0.295968072,0
81.68778   41.161552  70.606735  15.733804  52.06334   64.42848 10.1577425 52.58117   54.808056  34.23046   32.502586  15.056246 ,3575.302,59.79382913,0.54140645,weighted6,6,-0.543736872,0
85.712135 51.659477 75.60391  27.519907 44.457165 64.27765  18.361301 48.510883 41.15659  32.046494 45.337772 22.41386 ,4152.132,64.43703777,0.5623417,weighted6,6,-0.155519726,0
85.55769  73.57129  80.50015  63.0435   45.526154 65.71364  10.590144 55.722244 44.894493 29.647367 31.025957 52.305443,1814.8661,42.60124516,0.43733883,weighted6,6,0.706775594,0
 82.54801   50.559586  79.38305   24.285797  24.720707  74.52666 -27.116104  53.859104  71.10747   47.46484   71.21283   42.52233 ,2218.4622,47.10055369,0.43038908,weighted6,6,0.179003095,0
51.09903  25.67026  89.5752   24.246895 43.32313  64.39175  25.830456 83.778465 50.901413 35.265976 57.07655   9.733155,4255.7017,65.23573913,0.544449,weighted6,6,-0.172797522,0
