predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
 90.44435    17.689      36.887386   40.36327    34.633896    1.1893659 -26.281248   58.578735   78.81105    67.940834   31.711353   43.83216  ,2712.264,52.07940011,0.5350786,rolling24,12,-0.441998275,0
75.69455   36.912018  36.70716   55.990337  33.777287  21.445066 -2.0813894 51.3254    60.09313   28.25356   32.298264  70.964554 ,472.30554,21.7325917,0.363395,rolling24,12,0.543163294,0
59.48096   -8.761917  56.020035  43.906628  49.653877   3.9258637 -4.220818  65.78647   66.47105   22.383045  36.182434  59.237797 ,1163.6229,34.11191764,0.40828893,rolling24,12,0.060483637,0
 80.26733   -23.110579   49.748367   54.000683   46.659885    1.5208397 -16.202269   73.31944   106.8421     17.345308   52.310734   67.853775 ,1736.6034,41.67257364,0.5005066,rolling24,12,0.337658844,0
 97.329765 -20.352283  53.315884  70.890366  29.68187   14.41042  -7.683073  73.11385   95.52639   27.347904  34.210316  73.072945,2735.2803,52.29990701,0.5108231,rolling24,12,-0.040516781,0
89.676956  -2.6770382 50.129673  72.962776  24.866362   9.252381  9.443554  67.847916  88.85602   23.374083  31.948723  74.33349  ,2039.4928,45.16074399,0.47891977,rolling24,12,0.328841015,0
79.66449   -3.7080262 51.650772  69.15448   28.154634   8.527139 11.052945  62.886517  76.728165  22.19775   31.869862  72.3928   ,5094.743,71.37746958,0.5955289,rolling24,12,-0.21991363,0
 96.76054     4.6909094  53.14926    79.369545   43.599163  -16.037893  31.893673   59.31624    57.778065   21.087864   25.94442    68.73587  ,2777.8616,52.70542261,0.5231156,rolling24,12,0.084072968,0
 55.42867   -18.752728   35.134167   52.931362   20.98413   -16.35767  -4.5920763  33.56895    65.87328    60.926113   34.410717   71.536354 ,8317.181,91.19857819,0.71609694,rolling24,12,-0.286097294,0
83.03491   -0.8116366 49.14872   79.57653   43.042934  -3.515128 59.9874    70.16178   45.363125  59.13508   21.894087  58.155697 ,3985.0554,63.12729536,0.5251174,rolling24,12,0.0474222,0
62.007282  -6.6394954 32.51005   63.46285    1.8498316 23.005077 16.97039   41.605022  51.443214  56.589016  67.95954   69.021935 ,7742.887,87.99367709,0.6543112,rolling24,12,-0.495508586,0
 75.86648      0.50984496  46.435158    79.955765    21.523928 -15.366477    60.880966    56.82637     68.660065    41.08782  18.967798    63.86786   ,3342.9255,57.81803816,0.5431332,rolling24,12,0.289971083,0
68.844505  6.922561 34.97242  72.46784  13.088002 14.343175 12.315758 49.295696 55.777924 59.132507 66.6992   52.107952,7314.108,85.5225579,0.654973,rolling24,12,-0.153614914,0
 70.84076   -9.903915  62.019733  69.34174   39.33001  -12.103551  62.03751   71.06931   35.47314   37.461323  44.12221   58.468185,2881.6768,53.68125146,0.5103308,rolling24,12,0.059410989,0
83.54372    2.8312173 16.978146  86.5537    24.264074   1.8024012 39.571106  55.760605  57.175507  92.02571   63.941505  67.54725  ,12812.224,113.1910934,0.667368,rolling24,12,0.131081821,0
 69.12917  -17.82927   36.48369   70.08038   38.16123   10.228862  40.08647   61.052708  43.0498    73.4197    46.643074  59.341564,8232.649,90.73394852,0.664838,rolling24,12,0.189716087,0
 75.26773   -13.068591   33.96178    78.3193      7.4323006  -3.897902  34.727516   32.519085   62.142906   54.963802   46.993584   64.47132  ,13276.165,115.2222419,0.7355284,rolling24,12,-0.160204679,0
 51.086033    5.2920365  38.53375    85.700356   15.603449    6.563135  32.80305    38.77294    61.620625   35.173866   49.313705  105.90852  ,5085.0664,71.30965156,0.6072438,rolling24,12,0.423427517,0
66.756165 -9.359608 48.13475  89.387115 19.099426 25.229134 34.121628 57.271206 55.108665 23.89447  40.871063 89.409546,10058.951,100.2943227,0.67622846,rolling24,12,-0.251830875,0
 6.9307747e+01  7.6983772e-02  4.9114841e+01  7.8223740e+01  3.3257416e+01 -6.7215462e+00  6.6045258e+01  6.3694996e+01  6.3394928e+01  5.7238979e+01  3.2034977e+01  8.6244354e+01,1325.3057,36.40474782,0.3967794,rolling24,12,-0.026672899,0
