predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
33.257927 38.195374 23.23596  56.178883 37.482044 38.086792 48.880688 35.690968 36.69513  54.128193 63.350746 68.04768 ,1281.7719,35.80184144,0.40587953,weighted12,1,-0.091978263,0
39.060238 43.07329  36.38504  52.42436  43.851906 33.47644  55.239872 42.38278  33.184322 52.6387   60.828358 66.63873 ,1163.75,34.11378021,0.3815712,weighted12,1,-0.377792683,0
51.050488 34.446205 39.02796  47.244408 50.563328 40.436646 54.777878 54.854607 42.53394  58.010746 52.744797 82.49123 ,1049.5249,32.39637175,0.3694521,weighted12,1,-0.575165407,0
51.13116  30.19335  33.5866   48.025246 57.557926 51.180454 60.62416 51.696846 46.818737 59.630344 55.50861  76.79493 ,1016.38116,31.88073344,0.33485484,weighted12,1,-0.657346183,0
53.327602 51.793564 48.135944 44.427856 35.68893  56.47206  48.911602 57.01157  49.53022  46.44888  51.947872 66.52542 ,805.8167,28.38691092,0.30080417,weighted12,1,-0.413097691,0
52.60165  64.796814 34.668556 49.155643 36.56424  50.894306 53.86668 52.273262 56.50605  52.379723 54.697918 74.03532 ,720.2194,26.83690409,0.28500903,weighted12,1,-0.376664375,0
56.97337  56.98743  53.686275 40.955452 41.126774 51.113792 38.528355 48.873188 31.830015 52.1356   61.220043 81.927475,586.4428,24.2165813,0.3301285,weighted12,1,-0.072725067,0
46.938732 84.8871   50.941372 45.515118 37.930157 56.80873  54.196808 28.728346 41.511425 49.326794 61.895416 70.84469 ,382.10364,19.54747139,0.24622186,weighted12,1,0.191594819,0
43.783062 79.7409   59.9474   37.52753  41.46513  57.62218  46.831417 15.121389 55.776276 48.25575  42.589523 66.08165 ,328.20496,18.1164278,0.23248757,weighted12,1,0.303109035,0
48.401386 56.163567 61.833496 31.795393 43.63501  43.657303 62.961662 29.699224 56.0164   57.034996 59.563522 59.666237,214.6827,14.65205424,0.22744475,weighted12,1,-0.005485747,0
40.449802 54.657497 63.78012  31.979605 47.35222  37.986824 58.469456 28.927792 58.88135  47.288    72.3002   49.641373,214.96718,14.66175905,0.22268593,weighted12,1,-0.028764359,0
24.273287 55.01809  43.096313 51.250443 62.95075  53.991295 68.25254 30.600607 50.3216   49.59491  78.4684   32.71736 ,303.72098,17.42759243,0.25104722,weighted12,1,-0.441828301,0
30.01999  52.71541  36.94466  46.221287 59.669525 53.726402 73.93457 43.747864 45.52503  51.83204  82.29351  32.9257  ,267.89737,16.36757066,0.24909858,weighted12,1,-0.483585278,0
