predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
68.20405  69.451485 39.84951  64.70211  58.91881  55.651463 42.251038 59.421593 87.29388  82.97172  42.345062 65.26879 ,592.72046,24.34585096,0.25890133,weighted6,1,-0.135644944,0
59.610073 73.617546 36.913345 71.32689  65.96618  52.05958  44.7449 64.09793  85.81926  80.18275  40.424072 64.44592 ,567.41614,23.82049827,0.24948914,weighted6,1,-0.058996546,0
62.845436 57.94671  48.14037  80.45534  57.114147 50.427383 63.44566 84.49294  90.05241  76.5548   44.97216  53.805676,468.07663,21.63507868,0.2299286,weighted6,1,0.029278468,0
73.26635  48.147934 55.391994 80.07162  61.075356 50.38204  81.29435 78.28848  94.94012  69.91437  46.125706 51.651047,498.17087,22.31974166,0.23157787,weighted6,1,-0.029957059,0
87.936104 45.289303 57.709698 75.120964 35.806545 38.73123  67.713356 71.55253  65.16833  64.99986  61.916695 52.742577,606.47235,24.62665936,0.23626506,weighted6,1,-0.072440564,0
88.66772  61.317448 58.895153 77.07567  31.516907 41.245274 41.84683 44.894085 61.824356 61.031525 70.0295   64.24291 ,482.2689,21.96062136,0.2788795,weighted6,1,0.223263792,0
82.05217  67.42633  63.24189  95.81823  28.754372 44.89012  44.123066 56.180267 54.47448  57.88667  68.882744 58.099094,326.00787,18.05568812,0.23561227,weighted6,1,0.4046529,0
78.13143  72.00572  53.197304 76.473465 44.712917 52.65351  35.881683 66.06315  57.276096 56.621864 63.4813   58.867073,173.59023,13.17536433,0.20758747,weighted6,1,0.46517978,0
77.29484  75.69289  61.780113 80.197105 38.744946 45.655968 27.2709 86.963135 59.320335 68.57436  79.85887  47.233433,365.80786,19.12610419,0.2951945,weighted6,1,0.267719774,0
60.602127 67.44013  71.109    76.8352   71.71645  55.5755   49.42111 87.93809  59.04875  62.081837 64.8988   46.69721 ,259.36758,16.10489318,0.2341067,weighted6,1,0.109040232,0
70.314835 52.14246  70.87964  73.338455 58.469048 56.9244   83.071754 92.1056   73.32267  60.30266  61.273857 43.081295,401.6813,20.04198855,0.31473118,weighted6,1,-0.151097874,0
57.202316 21.11288  52.265984 56.86504  57.41164  69.8873   77.22291 65.89561  68.74924  54.84204  51.669254 73.60833 ,335.8479,18.32615345,0.28343374,weighted6,1,-0.599454796,0
61.60544  10.052479 42.311386 77.95548  52.7375   60.37231  85.92614 55.05371  72.44438  53.865692 57.013275 67.41101 ,442.67004,21.03972538,0.32037225,weighted6,1,-0.412052161,0
56.250492  9.372598 31.712296 92.31908  40.141293 83.11169  97.22861 58.509007 81.87005  62.663387 52.13512  59.28119 ,733.9743,27.09196014,0.42899552,weighted6,1,-0.248358737,0
69.92668   4.458813 25.666073 86.86404  45.875626 77.26287  91.73661 67.87753  85.29445  73.96122  44.15269  52.91762 ,746.73486,27.32644988,0.46954978,weighted6,1,0.183612193,0
60.189617 27.281881 13.659658 86.61242  46.254276 76.135925 80.44103 63.804638 81.12954  84.36467  41.881073 61.593204,591.6673,24.32421216,0.43365312,weighted6,1,0.43778364,0
64.002655 39.786777 17.791924 88.64325  43.484436 80.21841  80.41196 89.366684 86.29642  93.71433  41.4319   56.2902  ,764.7788,27.65463449,0.47762835,weighted6,1,0.287527206,0
 67.54403   60.31879   27.585539  90.181526  52.65463   84.77915  85.91644   91.76299  100.14759   86.60427   37.7468    60.521553,868.1409,29.46423137,0.50571704,weighted6,1,0.012272746,0
 75.01906   65.48103   48.704037  98.48124   47.569057  66.914246  87.790855 106.59909   84.83246   83.08226   56.97234   53.644505,812.4617,28.50371327,0.43501005,weighted6,1,-0.125535167,0
 59.297066  65.3088    39.55551   95.33545   45.441017  78.64435  84.935074 106.14183   90.57723   96.74686   55.78916   60.271854,856.40015,29.26431524,0.44463196,weighted6,1,0.066415306,0
 46.695244  73.97876   47.627735 111.48895   46.62749   82.96192  94.65462  131.13791   88.71536   94.211945  61.97257   44.46295 ,1330.8191,36.48039325,0.53092813,weighted6,1,-0.152175032,0
 44.892014  68.54472   38.065132 103.784294  49.884617  89.85012  96.07202  124.652145  89.17003   87.77793   65.597755  48.294693,1127.2361,33.57433669,0.49439785,weighted6,1,-0.032083433,0
 48.78793   65.32026   26.84016   97.84879   38.569496  85.561325  86.86925  119.65431   88.545074 104.292046  74.007576  48.679153,1033.1969,32.14338034,0.48785368,weighted6,1,0.113480934,0
 48.211403  70.88882   30.66978   96.06789   50.516754  93.03661  79.957146 104.20072   87.58721   93.0105    60.215427  56.105408,698.9461,26.43758888,0.39389765,weighted6,1,0.165819135,0
 51.763287  79.8271    36.86801  100.56402   63.154163  97.6232  88.14796  102.276665  91.8359    94.272514  54.50936   56.29439 ,726.90314,26.96114124,0.3849466,weighted6,1,0.361630646,0
 49.78498   69.089714  39.13442   89.85151   71.70869   95.8105  76.655556  84.02621   83.315346 100.83031   62.23769   71.85908 ,460.46237,21.45838698,0.31434503,weighted6,1,0.585595552,0
 50.223293  77.929436  41.00757   92.5874    75.486015  97.35894  73.390945  83.24547   85.501045 103.0703    63.066     75.839424,575.75885,23.99497552,0.35241055,weighted6,1,0.387317628,0
