predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
 57.946136  60.954376  69.54278   64.27263   48.80194   30.942492  88.695015  63.86208   49.456257  36.836586 105.19746   58.169643,806.8025,28.40426887,0.26301396,rolling12,6,-0.176291068,0
80.45275  83.748276 70.510025 66.94143  42.91741  56.506977 42.51666 64.03599  37.870255 33.525623 68.503494 55.311714,187.30287,13.68586394,0.20604067,rolling12,6,0.68489694,0
62.58521  85.34404  31.055323 32.7827   58.68722  36.961597 57.333675 50.74947  32.575    32.078213 45.450867 51.46986 ,221.72191,14.89032936,0.23811604,rolling12,6,0.470843225,0
79.65538  57.896317 34.266678 63.20925  33.660545 43.027203 37.285305 24.534475 41.949272 33.049046 80.81077  55.412987,330.21277,18.17175744,0.31069535,rolling12,6,0.00284531,0
 82.55914   61.29875   41.156666  51.106422  46.527832  41.044132  43.760365  56.76406   43.185642  45.981274 100.32408   37.11218 ,378.56265,19.45668658,0.28340405,rolling12,6,0.055634883,0
 78.293335  68.24826   69.95373   32.401684  42.876293  40.913795  62.540157  58.210102  47.811253  46.224873 121.78111   67.86087 ,642.8234,25.35396271,0.29975334,rolling12,6,-0.283315001,0
 78.550476  75.99775   76.12122   37.725113  47.21045   42.729084  66.52273   60.346733  40.079937  51.799664 120.77819   74.99752 ,524.9924,22.91271199,0.30726844,rolling12,6,0.201922151,0
 87.21472   76.67243   56.405666  52.219337  49.855667  47.232594  54.264767  52.17383   34.95988   45.390644 110.426056  65.681404,737.0181,27.14807779,0.33137813,rolling12,6,-0.315856976,0
100.383316  71.25572   41.461823  56.918575  49.877705  53.9654  42.82021   51.332012  37.998104  33.930363  96.86104   53.310993,1083.4261,32.91543935,0.36605334,rolling12,6,-0.388687682,0
92.2094   69.801346 41.120464 48.017185 54.384888 61.150208 29.253265 45.91607  44.352406 31.83012  91.44447  52.769516,926.3938,30.43671794,0.36279407,rolling12,6,0.034198724,0
80.83067  68.93752  29.568554 50.609993 67.47247  64.17248  27.808039 42.88899  52.135487 31.948067 90.53018  50.91783 ,1043.104,32.29712068,0.3065145,rolling12,6,0.035356301,0
83.49993  69.74379  36.082176 47.293327 65.43914  62.127758 41.63872 40.37341  54.55878  36.69389  88.436646 58.781876,1991.9994,44.63182037,0.41419268,rolling12,6,-0.23153644,0
81.07785  69.57084  42.208298 45.45567  52.655346 67.567245 43.43308 39.82799  52.061962 38.992287 81.97539  61.022793,2939.5076,54.21722575,0.46640995,rolling12,6,-0.469331725,0
95.295456  77.23834   42.130226  58.745136  57.988087  76.99696 13.9180975 56.723625  36.26205   33.940765  83.484764  51.67121  ,1812.334,42.57151612,0.39898953,rolling12,6,0.366763377,0
69.89702  66.692795 53.79285  29.62788  88.17913  28.08891  84.54182 46.83972  66.70745  31.782047 66.81033  45.892876,1437.5592,37.91515797,0.36514828,rolling12,6,-0.132017509,0
56.84427  40.644886 39.844368 74.31385  65.30531  46.463284 70.804634 37.021    69.67201  24.26524  69.75738  30.604326,3333.1995,57.73386756,0.4949863,rolling12,6,-0.103423366,0
62.818253 62.176014 49.32219  77.66981  65.96713  52.67453  55.231354 44.835476 45.759117 44.879307 49.60625  17.624   ,4475.572,66.89971433,0.5530091,rolling12,6,0.112565781,0
115.60427   55.089176  49.267128  70.86522   74.30105   68.72368  35.42877   58.52726   41.239017  45.745197  68.263954  43.362022,2198.2874,46.88589717,0.41534653,rolling12,6,0.512419989,0
86.16987  48.630608 53.238396 43.828995 87.63584  75.17383  50.487442 47.405083 64.80014  23.836863 47.008015 47.612545,3007.3542,54.83934945,0.41931394,rolling12,6,-0.459615872,0
 55.987766  43.7686    59.58201   63.79664  100.16008   62.5427  82.76793   36.81122   76.52391   26.399902  49.9514    46.148815,4884.3726,69.88828628,0.52380615,rolling12,6,0.135748951,0
 83.42843   60.587536  68.15915   86.19622   87.916275  53.200882 103.46585   61.339832  61.86033   40.871773  58.9305    65.93702 ,2957.3665,54.38167389,0.42830315,rolling12,6,0.443798969,0
105.7419    47.802883  67.69065   76.16481   66.42737   86.99461  50.101013  70.333015  57.861744  52.728786  75.70603   71.89642 ,1119.0443,33.45211969,0.29792678,rolling12,6,0.373912777,0
 69.84572   52.982456  62.11522   40.247356 101.50574   76.41911  68.70396   50.648987  74.83056   44.256622  68.80457   76.35788 ,1128.0719,33.58678162,0.32751563,rolling12,6,-0.107681552,0
80.67372  48.766285 58.78184  65.8803   85.55208  79.9686   80.9744 70.42837  72.61207  44.174244 53.082584 78.22098 ,2105.1401,45.88180616,0.36580095,rolling12,6,-0.177822211,0
 68.12027   36.152176  70.21663   67.21899   79.43824   55.730396 112.56084   57.560158  73.04588   52.846863  61.14795   58.39045 ,3585.137,59.87601325,0.46654353,rolling12,6,0.360939782,0
102.415245  50.901257  69.716225  88.386566  67.95898   73.47495  54.418705  58.90089   67.213715  47.875053  94.19478   58.22422 ,1954.1388,44.20564211,0.36332202,rolling12,6,0.299797173,0
79.03413  62.13008  69.78188  64.04765  77.48788  81.53317  75.770744 61.46737  80.89732  31.631645 51.98712  44.212177,860.7413,29.33839246,0.27668896,rolling12,6,0.097971759,0
87.56766  36.697353 60.481106 74.92515  98.373024 59.750286 73.91778 58.409275 64.781815 37.893246 58.77431  49.733643,3534.4143,59.45094033,0.39807776,rolling12,6,-0.472359371,0
 83.31155   31.24507   77.01331   81.10492   88.56098   33.900734 115.62989   58.517212  81.392105  41.06657   80.28577   48.41365 ,8932.339,94.51105156,0.5373353,rolling12,6,0.096007665,0
 89.19689   23.802763  61.619232 112.27903   88.912674  65.64596  89.80255   74.85447   69.13752   45.449047  94.038345  31.017494,8460.995,91.98366767,0.5399901,rolling12,6,0.151189663,0
105.505875  38.69212   70.42229   95.15284   97.467834  62.367805  80.1098    67.46281   70.90962   45.440197  59.23046   40.61855 ,4392.914,66.27906202,0.4676981,rolling12,6,-0.195992093,0
 82.81088   49.63223   69.49572   77.43218  101.514114  78.56874  90.56146   47.466698  72.257706  32.741093  69.22802   53.672684,5700.069,75.49880031,0.5043045,rolling12,6,-0.306215904,0
77.04109  71.94036  71.4962   87.94334  93.952614 57.227917 89.77426 64.18455  77.45551  26.76754  72.80032  57.361958,6749.1577,82.15325748,0.52941483,rolling12,6,-0.082246967,0
92.68937  68.61597  79.68419  79.77758  73.418625 79.80599  81.557625 65.576584 77.5063   49.02958  75.58043  70.37891 ,3531.367,59.42530558,0.41531888,rolling12,6,0.465096791,0
60.381233 70.011    28.367556 48.98576  86.25674  75.45479  50.455288 45.547768 58.540424 34.380543 48.91457  48.137814,3454.6873,58.77658765,0.49787453,rolling12,6,-0.333049977,0
70.328674 69.100845 53.375107 60.774944 67.09181  75.636314 56.4814 38.033436 61.291985 58.76029  68.253555 77.98824 ,4524.1196,67.26157617,0.4906319,rolling12,6,-0.330687886,0
91.03628  63.658504 63.100662 37.1017   68.92386  80.523926 56.978508 41.90931  64.950775 60.40383  66.634476 76.06042 ,6193.2656,78.6973038,0.5385564,rolling12,6,-0.572741502,0
100.797676  43.13748   67.01827   51.563316  64.239296  91.516075  45.55973   49.312855  74.489044  52.33126   74.01911   72.88493 ,3260.97,57.10490321,0.399264,rolling12,6,-0.004132707,0
80.68758  46.376854 48.14154  55.51694  94.23876  84.11144  52.21953 50.129547 68.547195 52.364357 76.53702  61.9326  ,499.57837,22.35124983,0.27517807,rolling12,6,-0.063802466,0
 92.31327   44.06876   59.707485  76.92236  102.34416   65.576096  90.00789   65.7458    66.69183   52.150932  73.854065  63.70367 ,509.71017,22.57676183,0.3236366,rolling12,6,-0.131234617,0
97.19601  47.87137  93.20254  76.55568  88.353775 63.342205 97.86899 76.59614  73.15038  50.29424  66.37188  66.60873 ,608.481,24.66740801,0.34013942,rolling12,6,-0.381915377,0
 76.482285  39.901764  86.04176   80.40898   76.47836   61.836678 103.05143   70.22158   77.64363   35.95082   74.23514   60.942997,342.69376,18.51198952,0.25861657,rolling12,6,0.300687386,0
89.517    43.42214  65.20793  98.43727  71.210495 53.91823  74.41456 71.62663  65.547806 34.252457 89.21979  57.60871 ,512.61084,22.64091076,0.2964286,rolling12,6,-0.206915583,0
64.22816  52.962215 57.794598 70.156265 69.10694  44.23723  83.84353 56.186817 73.12112  25.737751 79.10506  47.123062,970.6699,31.1555761,0.26266572,rolling12,6,-0.104379088,0
75.09651  47.92127  52.906723 77.400764 71.71417  56.25245  74.7523 57.434605 60.047676 37.294147 81.35143  50.566257,1837.1627,42.8621362,0.38370582,rolling12,6,-0.020349851,0
98.0981   52.84549  65.17777  63.86562  57.921665 77.743515 33.843243 56.442554 56.588604 37.78789  66.791115 61.840733,2629.7021,51.28062157,0.44219694,rolling12,6,-0.085146598,0
67.30009  55.427155 43.406387 42.831257 93.0161   77.873886 48.061436 55.149353 53.53284  43.087036 64.57632  65.40697 ,3791.9922,61.57915384,0.49495253,rolling12,6,-0.005674462,0
64.975136 49.757095 49.115105 59.3217   84.81886  46.984016 99.93453 53.92948  58.127987 48.290073 65.73613  59.542458,7180.402,84.73725188,0.5619304,rolling12,6,0.017942828,0
55.348396 55.159336 52.732502 81.71732  65.84736  54.44315  81.98965 59.747246 60.800724 52.252914 71.300865 47.941486,12897.013,113.5650153,0.6426756,rolling12,6,0.107480229,0
82.20893  62.91273  73.60551  60.483856 66.04318  62.245846 66.219185 58.54669  70.26936  63.359592 66.09013  63.602528,9660.948,98.29012281,0.57281226,rolling12,6,0.166642369,0
 92.24601   44.864117  61.14834   49.833652  68.29874  104.57346  22.378483  48.73351   60.13633   57.753117  61.415184  69.71168 ,15016.727,122.542754,0.6142072,rolling12,6,-0.123101472,0
55.464397 51.55216  54.92207  42.742115 97.07108  63.106194 79.45548 45.616093 62.680458 64.98339  58.71022  53.737133,28414.94,168.5673143,0.73083395,rolling12,6,0.176831963,0
 66.77943   57.836586  74.550316  81.33306   76.93662   61.175953  99.914696  51.41102   77.834206  64.560455 105.4163    75.7411  ,23628.057,153.7142044,0.66348946,rolling12,6,-0.144294382,0
100.74958   71.113174  93.865036  87.496086  67.43597   92.39058  67.46937   83.226616  67.76208   81.16472   68.919044  62.70861 ,8283.017,91.01107955,0.42550024,rolling12,6,0.546897647,0
75.14617  60.493355 55.064224 50.901157 91.12768  96.90202  46.355534 57.215633 63.24967  52.63499  33.287453 48.014416,732.03253,27.05609971,0.32805172,rolling12,6,0.163610407,0
78.16576  52.97154  85.22771  72.88321  99.27582  72.015434 77.21844 55.416397 84.54306  50.015526 42.430763 69.008484,588.4729,24.25846039,0.38339975,rolling12,6,-0.442376495,0
 97.2324    41.707035 109.14102   83.50917   82.77309   67.73128  98.61599   77.66645   95.73386   51.363953  46.73019   67.13843 ,659.6415,25.68348651,0.34081712,rolling12,6,-0.291273478,0
72.87518  32.65437  87.50761  82.276955 76.49678  58.805412 99.38737 63.877583 97.50267  39.501247 68.42295  56.63156 ,499.76877,22.35550868,0.29409707,rolling12,6,0.200536155,0
82.20218  35.494705 63.274456 99.15036  73.62806  60.63776  84.74394 62.939175 75.80227  45.421597 89.03295  57.67743 ,659.46375,25.68002619,0.40855005,rolling12,6,-0.119180813,0
 83.36708   39.881027  63.965923  76.77675   89.64282   33.129112 112.63728   53.737545  74.06424   49.496845  89.65272   49.281906,4926.801,70.1911731,0.418815,rolling12,6,-0.051686645,0
80.50292  30.113535 52.1989   98.94607  78.59512  68.10793  66.029366 56.18389  65.134964 37.265984 82.73079  39.661564,14336.074,119.7333463,0.62576234,rolling12,6,0.026562187,0
100.92754   79.22828   53.483997  70.82616   90.582756  80.18076  48.59569   86.848976  19.619522  64.45607   55.36273   55.984097,9581.781,97.88657339,0.54958904,rolling12,6,0.507763812,0
 81.791046  46.60923   57.470665  67.295746  83.62908   73.225 106.01091   60.586136  42.95372   61.21671   72.9024    88.58353 ,1958.5391,44.25538456,0.34985355,rolling12,6,-0.159575089,0
90.52505  40.92559  45.557972 79.656845 93.8347   67.58228  71.353905 52.160477 73.236916 54.782852 98.841774 67.39917 ,1683.6644,41.03248017,0.34418225,rolling12,6,0.081414027,0
 87.92132   66.68454   83.13594   76.587555  74.56369   92.597916  80.1256    58.995087  94.244125  36.717186 103.55899   53.740826,2327.175,48.24080274,0.36213604,rolling12,6,-0.215820494,0
109.34262   62.196125  67.587975  72.16008   66.197495  79.83389  73.37264   90.66463   64.97714   53.745888  75.279396  64.15648 ,1682.392,41.0169717,0.32473767,rolling12,6,0.231102545,0
95.95967  30.964706 53.78743  41.533295 74.105515 77.6778   59.60575 32.083256 76.06812  66.77614  86.04475  73.55048 ,2043.4072,45.20406206,0.38495502,rolling12,6,0.371679596,0
 68.219986  52.020992  66.34978   48.7584    62.589108 102.08823  56.91921   17.336231  82.63403   59.62054  109.30423   83.91751 ,4063.74,63.74747046,0.45746103,rolling12,6,0.201523537,0
 78.423805  74.3378    53.355995  66.520035  82.165985  69.634964  90.85926   79.637794  60.126587  77.57351  100.72965   74.0458  ,3970.4832,63.01176997,0.4468287,rolling12,6,-0.149339177,0
97.55079  81.04294  41.268803 65.82138  65.047264 82.31102  35.664566 68.79895  51.607006 48.463413 71.778465 65.2109  ,3868.57,62.19783009,0.47820458,rolling12,6,0.315172413,0
67.33032  76.02706  45.240807 27.020075 83.09869  72.53444  42.177246 42.7145   66.67512  45.199867 38.62359  64.28399 ,4204.6157,64.84300828,0.5208704,rolling12,6,-0.243867827,0
63.77542  53.675552 54.865433 50.687126 54.262733 90.20086  39.304356 23.747654 65.744896 51.800697 58.49079  71.728226,3999.4783,63.24142844,0.5162903,rolling12,6,-0.02507484,0
55.690407 65.86292  57.91401  60.411907 68.80803  76.9687   45.083633 41.63673  70.915054 70.85873  64.14725  53.071728,3249.556,57.00487618,0.47466323,rolling12,6,-0.084643998,0
86.6413   57.458645 53.19558  69.308304 74.19348  74.325035 51.69716 60.335743 64.703674 72.87036  66.48295  58.117043,3207.5203,56.63497386,0.45451257,rolling12,6,-0.137885637,0
63.81316  52.518284 38.56352  43.790497 81.60491  79.96835  50.43888 52.47523  45.28166  65.19416  18.355412 35.284977,5378.5503,73.33860029,0.5677133,rolling12,6,-0.537006768,0
13.384888 54.765533 42.520725 38.297256 77.213066 43.119473 84.06167 13.398153 53.885384 79.31094  49.955326 46.564827,6160.4434,78.48849189,0.60466874,rolling12,6,0.293316574,0
 67.49288   60.607304  52.202286  78.276535  73.404305  51.264877  90.02488   49.88803   52.169952 104.64775   95.599464  81.340904,2973.0037,54.5252571,0.40516782,rolling12,6,-0.301576083,0
102.58679   48.426918  76.95904   54.02115   68.84739   66.57001  79.50607   60.16141   65.34634  105.06758   79.32025   55.103584,1552.8707,39.40648078,0.34441125,rolling12,6,-0.10470159,0
57.281647 40.558376 60.037533 53.642067 85.75985  67.76505  57.68636 30.167355 57.13839  78.19934  58.478504 32.438927,458.48544,21.41227319,0.2740387,rolling12,6,-0.329891983,0
 81.30682   43.3656    68.67574  103.09305   98.77483   40.0704  96.2069    63.462093  65.08994   65.621254  73.41304   28.545563,1625.7286,40.32032537,0.38166288,rolling12,6,-0.392250444,0
