predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
43.47192  27.214914 66.87037  54.03556  69.199135 53.993755 17.942223 77.44566  57.325695 58.73449  44.37352  51.270134,874.4209,29.57060869,0.30143014,rolling6,6,0.192891761,0
49.526768 44.960247 18.387606 60.471333 64.93026  67.25653  30.250633 61.59418  52.993755 20.431839 86.74996  42.28231 ,906.10376,30.10155743,0.34831247,rolling6,6,-0.160947006,0
66.25198  49.99193  55.0905   79.20963  23.220343 91.80704  43.8557 69.56299  30.927906 40.776848 55.656136 29.180496,412.93777,20.32087042,0.3292857,rolling6,6,0.02115741,0
 54.021023  50.088955  27.769308  68.31228   45.61802   57.795536  23.667921  45.280754  37.12096  -27.452978  38.4005    48.473125,745.2991,27.30016616,0.33907327,rolling6,6,-0.378614469,0
58.468254  39.860115  23.541946  94.290985  64.93343   54.118847 66.81931   56.660316  24.718607   7.8508816 30.390133  45.85476  ,836.856,28.9284638,0.36360726,rolling6,6,-0.555988901,0
65.36599  30.271818 19.730688 89.14385  73.011734 72.75662  56.179493 80.15575  43.105938 31.113285 72.68635  41.969658,474.92245,21.79271564,0.30878177,rolling6,6,0.130207697,0
71.270035 35.265694 39.76683  86.76273  52.134506 92.55907  49.36752 93.973526 38.260685 35.905003 85.71141  16.240002,905.83844,30.09715003,0.38704133,rolling6,6,-0.174381962,0
 74.48021   59.51185   48.065544  99.1282    22.313944 103.90673  38.07874   80.69895   41.122887  26.414274  80.812546  11.167667,1343.8247,36.65821473,0.38458672,rolling6,6,-0.256234428,0
 83.8967    72.40904   35.56739  116.28084    8.911139  93.48149  44.57132   68.267075  31.729206  35.529366  70.17188   22.601135,1631.9556,40.3974698,0.4128463,rolling6,6,-0.282389309,0
 86.12334   68.22836   34.71458  123.134094  19.143139  99.59834  44.68871   70.3694    33.779797  44.5724    81.42995   14.718179,1205.8839,34.72583924,0.37806496,rolling6,6,0.387374443,0
 85.941864   44.446827   56.55523   118.765816   12.0870695  86.927895  52.47543    87.62333    25.387968   29.773684   73.32129    14.735404 ,1831.8701,42.80035183,0.44563636,rolling6,6,-0.339343444,0
 72.07165   57.159058  52.008728 103.50482   15.959045  78.26745  51.26584   78.06143   37.18554   37.901165  78.85144   13.746229,2534.9934,50.34871804,0.41890702,rolling6,6,-0.318507014,0
72.302086  61.597694  30.745455  94.68671    2.3600876 76.58598 42.17429   60.938667  33.063316  40.661922  64.7969    17.658686 ,3941.168,62.77872226,0.5339642,rolling6,6,0.07329456,0
 62.274     61.220474  31.685566 107.98196   45.28018   69.28843  45.901127  55.861485  29.595789  25.833458  92.48314   36.206966,2090.9153,45.72652713,0.43501318,rolling6,6,0.262262884,0
 63.938217  30.711996  62.501694 105.793495  22.002327  64.66071  44.500244 118.789825  30.007442  37.73202   90.57475   36.38615 ,1813.2145,42.5818562,0.43037224,rolling6,6,-0.055396389,0
51.063793  45.731815  51.187496  61.703106  18.578987  57.410213  2.5968843 71.60126   50.787743  13.48389   69.02566   47.257317 ,4276.2544,65.39307604,0.5630507,rolling6,6,-0.049865039,0
58.709442  76.64616   43.164227  88.21101    8.9524145 72.39043 34.02675   49.706654  52.62219   28.93242   47.49295   22.706726 ,5298.6377,72.79174194,0.5838693,rolling6,6,-0.010657324,0
 61.133877  51.382984  40.46246  117.154884  18.417183  67.89135  35.953575  69.64607   38.24697   46.58746   78.04411   53.843117,3060.757,55.32410939,0.4445492,rolling6,6,0.026599795,0
 56.519634   7.490953  46.03071  110.23337   63.909348  67.90174  59.18041  123.912056  38.59909   59.267967  98.01642   52.437717,2521.042,50.20997901,0.43446723,rolling6,6,0.061216973,0
51.795616 45.92322  86.09881  78.46577  28.029396 73.777725 29.343004 97.60868  51.032867 44.593235 66.7186   20.332933,5490.821,74.10007288,0.5412234,rolling6,6,-0.023535475,0
58.933285 67.52366  69.564354 89.24707  24.093267 59.238087 21.17709 74.58811  44.450096 33.299244 44.938175 50.69733 ,5030.5337,70.9262553,0.56237113,rolling6,6,0.338769623,0
 41.57231   33.062283  36.017105 100.5102    85.68861   42.017307  31.032831  73.413025  45.190395  65.1709    75.18205   58.485966,2381.1428,48.79695505,0.40970883,rolling6,6,-0.142803214,0
 52.220932  23.443363  69.40893  101.81445   51.070675  79.99655  62.290394 118.061874  40.75493   90.218216  94.12361   30.669895,1563.5399,39.54162259,0.3398914,rolling6,6,-0.101561169,0
40.854397 56.959423 79.63602  92.043915 46.926033 33.455997 31.921923 69.30295  57.948624 41.25766  63.85956  43.95653 ,3534.43,59.45107175,0.4900343,rolling6,6,-0.137645966,0
52.101334 59.308167 83.64071  71.909134 49.70584  46.67489  44.192383 79.18601  66.80835  79.906425 52.787407 40.810837,4210.611,64.88921975,0.50874734,rolling6,6,0.153493417,0
46.67693   39.502243  47.438683  77.69498   74.69385   55.85057  7.9038267 86.10962   60.41572   50.59493   69.081314  62.86436  ,3500.8047,59.16759829,0.45246375,rolling6,6,-0.091420354,0
 59.768196   9.159637  60.101097  93.441284  75.479744  61.72261  68.184296 102.78998   36.642918  58.913837  66.71701   55.505863,1378.58,37.12923317,0.33912566,rolling6,6,-0.315445665,0
