predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
88.72442  73.49659  82.68214  58.379574 49.121227 33.095535 48.236027 49.734673 77.25337  30.598524 58.404587 25.251331,1123.5627,33.51958747,0.38930702,weighted24,1,-0.452100174,0
83.97958  74.5053   78.35928  58.731976 38.40096  38.822277 48.187164 62.177147 69.62249  18.803215 62.106224 24.952944,1043.2445,32.29929576,0.34077093,weighted24,1,-0.167850594,0
82.565735  71.31936   76.378075  53.468227  44.6162    44.29891 54.70718   58.274117  63.985565  15.1453705 61.649708  34.490566 ,794.02277,28.17840957,0.304303,weighted24,1,0.162347441,0
78.94189  65.215355 67.1717   47.595726 53.81154  39.59779  58.29788 69.14598  54.834435 29.655172 56.88835  52.582584,580.7351,24.09844616,0.23634511,weighted24,1,0.228320175,0
76.85255  73.4269   56.699154 62.356026 62.77902  45.210686 52.908035 64.395905 65.94852  32.710514 47.26173  53.77552 ,360.39822,18.98415718,0.2153757,weighted24,1,0.55411496,0
66.40266  89.18994  73.257484 60.067112 62.35329  50.8513   51.01949 48.270145 75.45274  36.360218 38.128513 36.73404 ,245.01959,15.65310168,0.22011282,weighted24,1,0.755379497,0
69.7933   94.03505  75.560295 59.488922 57.2522   53.791157 53.081345 39.297997 72.57708  37.058277 35.167725 24.125967,214.40338,14.64251964,0.22357075,weighted24,1,0.785982021,0
67.6192   87.78637  89.0944   68.178635 47.81744  34.886475 53.829212 32.55718  80.88362  55.57606  47.85644  18.345528,304.1384,17.43956413,0.24320848,weighted24,1,0.612646668,0
55.610435 79.31673  81.737625 60.625874 54.51592  56.865204 54.07597 44.14607  70.48064  50.92289  55.268482 16.041483,216.71968,14.72140213,0.18211102,weighted24,1,0.481733595,0
51.71496  74.5822   67.43382  46.817974 43.587643 55.600292 58.230225 49.93827  65.85854  52.596832 53.351368 34.452496,131.40813,11.46333838,0.16851752,weighted24,1,0.298361925,0
50.67223  70.74359  53.29297  23.692139 46.9967   52.07151  76.49073 52.43375  53.459003 70.26818  56.065437 60.921093,233.2937,15.27395499,0.22523046,weighted24,1,-0.107983559,0
55.368774 76.25778  58.1565   23.733326 49.654583 46.562714 74.26143 55.15187  60.99309  65.76448  40.325848 56.717102,202.21602,14.22026788,0.21839899,weighted24,1,0.151587814,0
61.988087 63.887104 63.705624 31.353102 43.041424 48.726616 71.7527 46.75065  69.276634 59.55325  33.085514 47.463173,157.1021,12.53403752,0.20579831,weighted24,1,0.366204015,0
78.30893  70.3443   61.097103 31.413645 47.8633   39.096092 79.829994 35.739784 65.97585  55.599415 38.59586  49.176414,248.05959,15.74990748,0.26558694,weighted24,1,0.521217899,0
106.478775  77.84455   67.697525  47.84871   55.30686   24.601864  74.743706  32.10309   78.15638   69.30407   45.485565  47.167477,582.52136,24.13547933,0.38919368,weighted24,1,0.138590181,0
111.52592   88.47712   63.54132   50.295006  40.924088  40.957478  64.86039   49.426376  81.710014  58.082005  50.53168   42.656593,603.9127,24.5746357,0.34166083,weighted24,1,-0.412810024,0
111.360825  86.602615  58.166615  43.73225   56.917824  46.09822  61.96902   50.745136  84.7289    65.22378   57.85447   56.25334 ,595.1529,24.39575564,0.32820657,weighted24,1,-0.417586057,0
104.45429   77.9999    63.42396   48.257904  67.38527   45.545277  64.13849   63.031914  81.513954  82.51025   53.817303  59.79408 ,559.3191,23.64992794,0.35570145,weighted24,1,-0.423316957,0
101.89159   78.09201   58.407665  56.382797  82.41661   53.64033  55.16141   60.88397   90.23912   86.1139    50.196255  54.084637,615.1463,24.80214308,0.36016595,weighted24,1,-0.410295533,0
96.749344 71.0608   69.9541   53.305862 79.19177  53.282055 57.61318 51.263134 92.80979  95.319336 41.918262 47.8773  ,610.0296,24.69877734,0.36761096,weighted24,1,-0.281424131,0
91.500656 69.826744 70.4016   49.017    76.73473  47.285145 60.671555 48.014137 87.29648  86.30773  48.518948 51.557007,450.18152,21.21748144,0.32945845,weighted24,1,-0.257104026,0
90.71153  66.33371  69.46509  52.159454 66.67254  55.36569  63.229965 43.943043 91.01995  85.31462  55.309498 47.59455 ,415.21677,20.37686841,0.3069643,weighted24,1,-0.258532715,0
83.51931  57.306732 54.472042 36.060783 74.55787  60.26543  61.51447 55.124256 83.09053  84.80644  59.76513  58.648914,272.6372,16.51172938,0.23916256,weighted24,1,0.106762277,0
89.660706 62.559868 53.5971   38.549763 70.666176 56.18278  65.47222 55.168076 85.4547   76.81676  58.222656 58.68592 ,258.65152,16.08264654,0.22291465,weighted24,1,0.078607664,0
90.876465 57.89199  59.6089   39.42069  74.6591   60.89071  76.95366 60.05139  78.53187  85.73651  62.84385  58.55936 ,243.67378,15.61005389,0.20878851,weighted24,1,0.337695944,0
103.62016   65.54212   80.52518   44.206116  69.2416    56.634983  76.07724   59.801926  86.84917   82.00558   54.39792   49.550163,382.81433,19.5656416,0.26041386,weighted24,1,0.174215092,0
101.66693   66.83922   81.98724   44.316616  68.823586  57.893837  76.50346   61.138412  87.49484   79.07339   57.925507  50.32596 ,395.50674,19.88735137,0.26874092,weighted24,1,0.034969067,0
