predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
 18.127592   35.502953    9.2147045  12.567626   11.126846   14.394766 -28.40847    40.06919    15.024371   44.041195   15.28814    24.148363 ,3921.3838,62.62095327,0.7463724,rolling6,24,-0.346137512,0
 55.019527   -7.1924143  -0.2245821  16.874647   29.49977   -30.643696   5.5238523  52.458138   30.054575   51.078487   19.834837   -5.1183777,2213.9304,47.05242204,0.71621037,rolling6,24,0.413388823,0
 39.63588   54.827465  18.389935 -17.531836  32.435814  -8.175836 -17.613785  51.239937  50.97767   54.16709   20.690763 -11.827529,4311.627,65.66298008,0.7313115,rolling6,24,0.285517389,0
 25.494673   47.764763   23.131779  -13.659413   36.292675   -5.4978924 -16.76964    45.645924   42.118805   44.717884   20.0479      1.385603 ,7917.287,88.97913862,0.80682945,rolling6,24,0.203287294,0
 12.651053   22.109695   28.829777  -26.954294   36.65547     5.1216846 -27.645418   40.601982   36.67606    49.78219    27.547218   16.130383 ,10474.473,102.3448712,0.8404011,rolling6,24,-0.123440542,0
 -4.2218904  17.683296   38.367344    3.9999285  52.202625   28.793417 -18.564266   68.228485   13.360093   42.751354   54.61323    37.925335 ,9692.4,98.44998929,0.76008964,rolling6,24,-0.281546398,0
 -0.30284575  20.54387     46.639267    30.763474    35.273205  39.697296   -28.711464    39.7609      29.100876    50.34799  49.791466    30.560581  ,9522.729,97.58446862,0.7689002,rolling6,24,0.109888139,0
 11.66876   35.683044  60.013844  38.260643  44.838226  41.22606 -30.171053  37.41644   37.840744  72.18202   36.079224  20.299427,16269.386,127.5515023,0.7727203,rolling6,24,-0.011467629,0
  5.5175724   4.225083   36.62077    17.758034   20.404099   46.86715 -30.56813    50.72338    35.741486   47.27223    57.088238   43.050156 ,15659.513,125.1379746,0.81473774,rolling6,24,0.074820338,0
29.070858   -0.304795   20.961927   -1.1202065  40.515617    0.12329009 -1.3830177  44.018257   25.737541   48.474182   28.241617   17.95366   ,14620.367,120.9147104,0.8509378,rolling6,24,0.126981444,0
 20.92506   39.873466  59.13808   57.191837  28.000847  60.949516 -34.34185   38.724434  37.997787  72.99075   34.305874  40.59369 ,1299.159,36.0438491,0.41435942,rolling6,24,0.028275608,0
  8.050463   25.662935   32.284103  -13.561467   34.98345     5.1430373  -7.0415916  62.51573    20.97897    43.177135   16.975847   20.385853 ,6958.775,83.41927177,0.79566735,rolling6,24,0.127560775,0
-10.788031  13.607797  28.558027  26.587784  38.97082   21.824732  -9.873192  48.989754  20.842339  42.872868  50.67978   27.662983,22373.31,149.5771057,0.8607771,rolling6,24,0.561411628,0
 -0.29065904  -8.18008     34.851562    21.451975    38.31836  35.429096   -13.689221    49.970226    21.019796    49.008476  52.239876    50.18321   ,40723.98,201.8018347,0.8695159,rolling6,24,-0.529046358,0
 13.044886  15.126131  60.78431   57.03165   41.859024  63.37473 -29.452854  35.45812   27.979183  88.97945   62.797462  36.593697,1484.7262,38.53214497,0.44276753,rolling6,24,0.375529568,0
 1.0072615  83.752205   54.722557   37.06934    58.664238   26.3094 -0.16581878 48.99575    51.933716   58.6607      3.4530306  -2.057726  ,21906.803,148.0094684,0.7898416,rolling6,24,-0.053646179,0
 23.829472   14.662651   23.754463   39.631336   57.815376  -14.868005   7.28649    81.638084   51.097603   43.973766   42.550613    1.3489124,8379.117,91.53751792,0.743414,rolling6,24,0.386000684,0
  8.817178  37.65349   47.157707  25.221224  56.04964    5.065174 -11.112996  73.81903   38.089127  25.126001  29.075151  26.713318,11938.746,109.2645693,0.77991396,rolling6,24,0.021592592,0
35.199574  -1.6432457 35.420357  33.414555  41.204685   2.273457 -5.502921  37.184975  32.365227  53.72129   26.77451   12.770026 ,8661.097,93.06501319,0.7835703,rolling6,24,0.130751378,0
 42.426567  10.960805  23.879055  36.67517   49.490807 -11.780367   8.67449   63.564102  27.86144   76.99808   34.41829   35.306866,8431.503,91.82321564,0.72272605,rolling6,24,-0.168260257,0
 21.829657   28.956295   66.97972    55.244774   80.993576    5.8405895 -49.544685   46.062458    6.893984   54.495995   34.77029     8.42314  ,13286.008,115.2649462,0.7315814,rolling6,24,-0.291029279,0
 7.3112845 15.64654   36.95239   13.751629  46.08585   19.053751 -9.14425   65.770065  21.394217  62.37789   36.338795  44.95     ,5776.641,76.00421773,0.6490184,rolling6,24,-0.345118708,0
  9.070079  20.33557   49.32099   11.975474  38.96595    3.567972 -26.237171  59.200424  10.779778  53.485615  22.173588  41.499588,708.10394,26.61022253,0.79982686,rolling6,24,-0.218513148,0
 37.422016   53.313404   26.288622   41.26635    -3.9949424  58.737186 -43.205273   38.924824   37.317867   63.835163   21.859348   29.218908 ,940.24634,30.6634365,0.6125472,rolling6,24,-0.129889821,0
  2.2904723  22.344568   30.555948    0.2983928  39.165623   28.891312 -19.54525    62.37651    21.55173    41.843647   33.970745   17.530169 ,601.2227,24.51984334,0.4903693,rolling6,24,0.288782225,0
 16.642473  43.66803   58.093674  62.980194  30.387196  61.63877 -31.400223  26.165363  36.622498  52.095753  15.997736   8.140111,7427.566,86.18332738,0.72134715,rolling6,24,0.147057131,0
-19.109467  24.412752  17.294966   8.250914  16.609777  25.482353 -28.161112  59.251766  37.682587  51.35859   83.6468    21.812376,10042.153,100.210545,0.80857396,rolling6,24,0.580956961,0
15.910751   7.578411  29.851297  43.48107   15.7945795 17.881353  9.882524  55.33321   46.536804  52.635834  37.11388   22.966047 ,3462.1086,58.83968595,0.6575573,rolling6,24,0.321253628,0
 16.310747   -1.4202154  14.863359   33.590374   27.697742   14.08687 -17.252005   52.339947   10.523522   53.470375   42.980434   27.215925 ,9055.073,95.15814859,0.807239,rolling6,24,0.347498948,0
18.64083  44.372875 12.072447 77.039856 20.852514 12.513611 14.107898 45.424335 31.37326  51.952133 28.750973 14.152537,21244.85,145.7561306,0.824152,rolling6,24,0.191214264,0
 30.982624  -2.50658   12.462545  65.4477    73.03144  -28.930075  24.588541  24.924702  12.589566  67.06122   32.75694  -18.774506,9783.001,98.90905407,0.7948031,rolling6,24,0.277356765,0
 3.0567007 12.648926  28.815378  31.472176  76.85688   14.490771  1.2431512 52.156685   5.9772716 63.410847  55.95625    8.587771 ,36967.324,192.2688852,0.86839086,rolling6,24,0.39668092,0
 22.172424    6.6564093  22.979954   24.341679   59.790855  -19.419548 -10.780837   32.520714   23.046234   51.51766    39.74598    -2.2168798,13595.423,116.5994119,0.8481969,rolling6,24,0.242371334,0
