predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
34.88293   49.091686  47.53292   52.335045  58.810646  35.948193 35.20248   24.067318   7.547208  44.09767   44.52975    7.3754725,1867.6031,43.21577431,0.49629465,weighted6,12,-0.013579995,0
 8.012576  6.3165   47.611816 19.971842 51.71631  50.09392  63.352222 18.619112 20.374369 71.83541  34.982086 29.28932 ,745.81665,27.30964391,0.4354807,weighted6,12,-0.61875307,0
37.54762  79.303474 68.20975  43.052235 48.606304 26.84221  17.259882 10.614349 12.8659   42.21925  21.377907 30.028936,1091.0365,33.03084163,0.4874198,weighted6,12,-0.554324448,0
 7.4871516 55.496628  40.10335   46.768444  42.10915   33.909073 27.540716  20.053709  -7.5589824 73.69588   21.318745   4.776905 ,1869.1354,43.23349831,0.4964966,weighted6,12,-0.339816998,0
-5.0466604 38.757496  43.372368  32.7158    22.301588  40.07462 21.144808  21.177485  -7.668582  80.09635   19.207083   5.4682198,3617.84,60.14848367,0.6862626,weighted6,12,0.362874657,0
-6.3270903 39.476124  40.28745   29.159258  14.187444  49.289047 23.038538  25.904     -6.2511234 85.40694   24.458181   5.37555  ,3428.634,58.55453896,0.6490919,weighted6,12,-0.074338766,0
 4.502018  34.98379   43.32377   24.557968  25.77109   40.161713 23.460516  19.551447  -5.3962345 74.45481   24.801968  14.856807 ,6773.156,82.29918445,0.7475407,weighted6,12,0.127306475,0
 1.9265348 31.703861  16.178831  20.549297  41.016018  28.36332 33.259914   4.6321    -2.537275  84.243515   9.788999  20.72065  ,4405.5195,66.3740878,0.7147133,weighted6,12,0.052032296,0
29.4517    8.547312 52.367344 16.111845 31.25649  44.625694  7.937176 44.902332 15.268263 59.037075 48.965355 28.849707,7650.5625,87.46749396,0.72242403,weighted6,12,-0.159588099,0
 7.6132226 24.958525   8.02703   16.278276  77.75556   49.307648 71.89496   -7.1021757 37.406624  73.982376  33.436783   3.4517314,5841.0054,76.42647036,0.662072,weighted6,12,-0.025419722,0
62.29353  27.727945 28.029768  9.866433 45.396168 51.025238 47.834267 13.275386 11.12501  58.736893 19.509655 53.030586,7846.59,88.58097902,0.7025662,weighted6,12,0.010785204,0
 27.80243    32.551945    5.9398584  17.39238    60.64102    63.424717  71.313416  -11.846373   20.89927    77.94885    16.04781    24.067398 ,4453.3516,66.73343662,0.63183767,weighted6,12,-0.245371513,0
52.13551   14.559227  17.740828  13.225365  37.118675  61.53601 54.804214  -1.4435283 18.835426  80.29824   26.322628  33.491116 ,8570.933,92.57933148,0.7242002,weighted6,12,0.096747251,0
39.12103  37.709488  9.189067  7.317309 58.299175 60.576946 78.20722  9.253167 32.086903 69.604256 47.690228 30.190357,3030.4521,55.04954267,0.55649453,weighted6,12,0.091936605,0
64.978775  27.704159  21.307909   9.359752  58.22033   42.569378 40.423252  -3.0058281 29.257936  74.63847   19.571598  25.487133 ,16306.32,127.6962032,0.7586177,weighted6,12,-0.194868145,0
50.25413  28.656261 19.740292 -3.859018 54.7551   54.393055 64.22254  8.505153 16.69114  69.63229  48.511845 32.842316,9449.223,97.20711217,0.71699065,weighted6,12,-0.000184361,0
 49.908447   29.809889   39.81689    11.3694315  39.563602   52.8781  37.006165    8.420768  -11.699425   80.06442    29.936117   31.931318 ,14311.391,119.6302245,0.7786705,weighted6,12,0.004806123,0
 3.5747027  7.597632  37.794083  28.699905  28.229137  48.54221 40.12742   22.568298   8.571416  72.933754  32.851746  11.42756  ,7211.3774,84.91982949,0.73303145,weighted6,12,-0.551653078,0
16.45402   47.9466    23.1754    37.407185  26.041557  63.382782 46.389286  18.504032  14.5169735 76.400536   8.3908825 27.19228  ,11864.956,108.9263791,0.75853205,weighted6,12,-0.048414769,0
26.196045  40.71649   23.704292  25.231108  53.087837  61.278305 67.77965    4.2426085 28.103706  73.43658   25.776186  15.792614 ,1658.7213,40.72740249,0.4988862,weighted6,12,-0.221275912,0
69.30238   49.460926  16.854122  17.603296  58.51001   57.19954 68.57638    5.1231503 39.243973  63.254208  33.725525  31.51878  ,895.6428,29.92729226,0.372869,weighted6,12,-0.072147259,0
55.8492   60.865932 55.198082 15.098743 45.889156 63.63802  39.38849 22.443531  9.507992 75.16432  43.00001  29.900118,917.8298,30.29570552,0.34560648,weighted6,12,-0.03640923,0
33.26336  45.19642  35.20913  44.807163 43.514107 51.681286 46.924034 26.678143 16.212368 55.127876 26.888494 20.158186,4433.678,66.58587104,0.6277692,weighted6,12,-0.265846747,0
29.285545 22.59058  19.57991  19.766308 39.392372 59.134224 68.44675 17.519522 28.346779 64.11888  31.207172 18.654078,7333.2227,85.63423764,0.7034071,weighted6,12,0.036499494,0
47.895668 31.90912  49.374992 37.855755 35.26436  47.02345  24.923637 32.665012 22.909039 42.50462  51.72712  29.284975,18858.6,137.3266165,0.77945167,weighted6,12,-0.151288167,0
16.676916 48.218693 34.52431  34.81491  62.9535   52.48428  66.99109 23.898884 38.283047 51.089264 53.092407  8.451775,20102.158,141.78208,0.7408619,weighted6,12,-0.235824125,0
54.44619   33.187572  54.760727  39.8325    33.564194  60.277782 37.134148  26.47393   -4.8518248 75.940674  30.441036  29.825274 ,35272.387,187.8094426,0.8258898,weighted6,12,0.253769025,0
 7.059239  11.219293  28.501207  29.18514   52.24145   62.869156 69.0829    17.327564  43.00253   71.5434    55.781364   6.6088705,2409.744,49.08914235,0.49349192,weighted6,12,-0.62819209,0
71.769455 59.593124 32.31562  18.46644  69.87002  61.46691  52.99643  4.255935 43.76178  69.62649  35.89901  33.8268  ,882.25757,29.70282088,0.34369063,weighted6,12,-0.108310897,0
60.107166 61.76974  55.415176 16.083757 57.752262 68.199844 56.80324 27.904844 22.418365 67.11871  44.930813 35.317593,659.2051,25.67498935,0.31615296,weighted6,12,-0.089257728,0
50.795506  47.744938  42.70527   51.77102   72.67833   42.644665 47.451817  22.56888   51.549107  21.818907  49.510803   5.7054386,19634.799,140.1242264,0.7431073,weighted6,12,-0.218311454,0
 30.798714    6.600634   16.783333   22.65868    40.80703    77.92815 102.66081    -1.0468378  17.988438   76.52655    24.18324    38.218414 ,6253.4277,79.07861743,0.6433856,weighted6,12,-0.416440983,0
