predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
 16.36651    25.158728    3.0535877  61.286354  -10.288637   -6.4829397   8.301404   66.65046    51.314045   39.883793   15.120548   28.104832 ,3289.0762,57.35046793,0.66002625,rolling24,24,-0.046005733,0
 1.5276572 13.49629   21.577282  34.19396   19.85919   14.736323  7.599206  40.759132  11.664014  34.508278  -2.3338182 15.018139 ,1851.1268,43.02472349,0.69801944,rolling24,24,0.16167709,0
-11.694884    8.170615   36.288548   24.322512   -0.9252266  -1.1051607  -5.908498   46.389225   -8.530137   28.473362    7.2557917  30.010193 ,5136.728,71.6709706,0.84577423,rolling24,24,0.156643312,0
-22.569118   -5.586193   25.785227   12.39241     9.592492    3.9900916   1.1966206  39.29144    -9.384511   28.478779    6.2955647  30.345247 ,9751.084,98.74757711,0.90633434,rolling24,24,0.038148505,0
-6.9684143   1.5364383  11.454907   27.73081    -2.0327435   2.8125627  0.52031136 38.085545   20.393942   47.109097    7.6692734  24.534012  ,10920.388,104.5006588,0.8780157,rolling24,24,0.12154274,0
-16.7522     26.519106  -17.733496   64.77019    -9.56678   -17.001991  21.97414    54.809315    4.8238645  56.64272    17.983694   23.18477  ,12039.18,109.7231958,0.8442959,rolling24,24,-0.363684901,0
 -7.7643967  31.695951  -12.166091   50.056293  -12.594287    8.255458   2.8857863  55.675972    9.117835   66.07318   -13.273564   17.852766 ,12242.405,110.6454033,0.8695574,rolling24,24,0.140349898,0
-23.37486    19.875124    5.9384694  42.03715    19.675184   -5.167118  11.588546   74.83094    11.543672   61.736603  -18.303022   21.549871 ,19833.34,140.8308909,0.89128,rolling24,24,0.304964019,0
-27.46144    17.74815    -5.9588904  47.959785  -12.725328  -16.16388   3.365283   83.1491     22.443375   68.72464     2.1391869  31.489237 ,18630.943,136.4952137,0.88308495,rolling24,24,0.242675057,0
-19.29461     2.9855871  20.127695    6.256848   18.168728    6.2517004  38.123737   36.33529   -15.980996   29.57995     9.494218   32.341293 ,16521.77,128.5370356,0.9012315,rolling24,24,-0.158268736,0
-18.584902  15.841889   4.398214  35.535767   1.510928  -6.938953   4.059951  67.86213    0.562476  60.181644 -14.64732   10.281305,3005.0183,54.81804731,0.7963616,rolling24,24,0.214023645,0
-3.7321706  8.461907  -6.4266405 42.47169    6.2327375  8.605022 33.27313   47.259167  17.547768  35.695137  14.920572  23.087584 ,7028.119,83.83387824,0.81972784,rolling24,24,0.46740894,0
 2.8642335 11.33663    6.9699755 45.500046  -7.9843807 -1.1571287 12.984669  43.53954   29.574385  51.043266   4.7799034 29.609842 ,24255.021,155.7402372,0.8934441,rolling24,24,0.414210821,0
-22.323086    5.5560474  12.138412   34.2156    -13.074216  -12.3821535  25.141232   60.84925    25.929003   59.254784   12.530714   45.486515 ,44282.01,210.432915,0.9048145,rolling24,24,-0.540949171,0
-26.09585    16.000221    5.514922   17.975563   -5.088131  -25.446644  13.382126   77.49499     6.4056473  57.33012   -16.080538   19.440865 ,3729.3855,61.06869491,0.85273415,rolling24,24,0.334612861,0
-5.0822864  -9.504656    7.187985   39.527645   -0.91208434 -7.67235 14.363449   56.18963    -8.115245   36.931698   15.479638    3.1160746 ,28033.717,167.4327232,0.9424687,rolling24,24,0.417406325,0
-26.912464  -20.774166   19.083153   -6.6879425  -3.5784447 -28.760265  17.482363   39.241516  -25.835276   30.419731    5.7571425   2.07901  ,14619.25,120.9100906,1.0035943,rolling24,24,0.470634484,0
-36.29667    29.251482   30.093922   28.7257    -17.790695  -13.135332  31.919525   44.88969   -18.93798    54.28992     2.6557446 -12.004306 ,16756.193,129.4457159,0.92841154,rolling24,24,0.454227766,0
-16.067049   -6.6014075  10.546641    0.8559468  16.19296    -1.8841499  21.082348   38.187748    4.3022275  42.936356   -2.654587   17.22722  ,11544.277,107.4442988,0.91307956,rolling24,24,0.257726565,0
  0.7424545   9.7696705  -4.335412   50.382458  -32.827324    3.8424869  51.548466   60.98948    -1.356668   57.09695    46.83208    27.91745  ,10791.33,103.8813269,0.80929893,rolling24,24,-0.240190193,0
 -6.1798697  28.055777   23.385435   45.410316   -1.5792961 -20.154806  38.44364    40.504204  -28.314827   68.05941    -7.2542863  40.504158 ,14747.004,121.4372427,0.8533771,rolling24,24,0.050291588,0
 -1.7010472  -3.8777943  -1.435043   51.66766   -33.762276    9.946996  35.51829    83.49778     6.538118   52.70076    39.075943   44.552006 ,7646.842,87.44622231,0.7188863,rolling24,24,-0.543812488,0
