id,predict_data,mse,rmse,smooth,skip,result_corr
0,49.21217  45.49878  43.1338   45.010246 45.422523 44.52591  43.00663 44.91877  45.358418 42.452866 44.53543  46.094463,740.4109,27.21049225,weighted6,2,-0.5180702934076158
1,49.162598 45.47657  44.666325 44.882236 42.59528  45.009995 44.509636 44.90492  45.782654 44.320175 45.118008 47.034805,792.86017,28.15777279,weighted6,2,-0.7290517515458018
2,46.36297  45.095837 42.56662  44.059376 46.365055 46.786102 46.228745 44.673977 44.79178  47.940178 45.102848 44.428146,778.4785,27.90122785,weighted6,2,-0.11790386296583835
3,46.21401  42.090923 42.441845 48.428646 45.599453 49.30089  44.100933 45.793106 43.370342 45.125744 45.28485  47.715836,679.5485,26.06815151,weighted6,2,-0.1453055308217783
4,46.610825 38.95002  44.780865 48.888912 46.86893  49.9337   43.185314 45.43509  42.418705 47.11416  44.64544  49.708874,482.58054,21.96771576,weighted6,2,-0.20874896218477648
5,48.76422  44.319195 44.423744 48.80225  44.77771  47.950813 46.293472 45.063766 43.366165 47.9344   44.011475 48.55973 ,248.05249,15.74968223,weighted6,2,0.11598576891646867
6,46.352505 44.361855 44.34001  47.57656  48.328102 47.710247 45.17189 45.82258  42.46706  48.185448 45.64353  45.80537 ,125.266716,11.19226143,weighted6,2,-0.08072662186124605
7,44.7683   45.751858 44.39267  46.51571  49.409622 48.246998 45.015472 46.071014 43.36836  46.761322 43.511566 41.494896,68.62352,8.283931428,weighted6,2,-0.06361335498771861
8,45.29542  44.02676  46.804283 46.909412 48.356518 48.097034 44.902977 45.85203  43.931316 48.949593 42.989147 42.91587 ,40.69717,6.379433381,weighted6,2,-0.3057012341206479
9,45.490505 41.892345 48.289276 46.80034  51.527504 47.656197 44.410038 46.19843  43.542645 50.814384 44.8143   45.880127,34.84698,5.903133155,weighted6,2,-0.14324311183570704
10,46.617493 41.1518   47.150993 50.70664  48.308876 47.632736 45.81397 46.642006 45.536396 47.231236 46.39373  47.00123 ,41.362484,6.431367194,weighted6,2,-0.014696186205629957
11,48.366077 40.536743 48.371304 53.11648  49.461773 46.64102  46.218357 45.61733  47.341732 47.777714 47.392246 46.71716 ,71.14722,8.434880959,weighted6,2,-0.047592230905618205
12,50.615    43.72909  49.0054   53.31201  49.976345 45.27462  46.276722 45.82637  45.66427  45.989338 46.853733 45.791634,119.06705,10.91178478,weighted6,2,-0.42914164831912827
13,49.47106  44.3972   46.801003 52.999187 49.355755 46.07969  45.162083 47.523613 44.869633 43.818497 45.75189  45.017303,149.24158,12.21644699,weighted6,2,-0.4650743278915456
14,49.647976 43.988533 46.3995   53.495373 49.396927 46.47408  44.23391 48.211414 44.491405 42.825752 45.76056  44.407784,152.89006,12.36487203,weighted6,2,-0.024165013761846266
15,50.217083 44.18355  46.25025  53.936188 48.72521  46.47066  43.79463 48.650288 44.35579  41.44467  46.058388 44.04405 ,148.23734,12.17527557,weighted6,2,0.5235016543251643
16,50.027702 44.231506 46.162212 53.76233  48.209724 46.67683  43.097977 48.648815 44.52853  40.575577 46.101166 43.323547,170.86845,13.07166608,weighted6,2,0.3157519388572726
17,49.94153  43.928593 46.25984  53.52669  48.34747  47.291733 42.342464 48.089085 43.61086  40.219448 46.2927   43.056976,226.71777,15.05715024,weighted6,2,-0.210569864445464
18,48.943394 42.763664 46.786407 53.09352  48.55976  48.638123 41.748188 47.575596 42.724495 41.119587 45.698975 41.359676,325.20883,18.0335474,weighted6,2,-0.5949893024764559
19,48.21308  42.387493 46.961006 51.79476  48.08721  49.61903  42.16176 47.257343 41.88767  42.364765 45.480648 40.59204 ,452.35425,21.26862121,weighted6,2,-0.5958914447744477
20,46.74989  42.055817 46.512295 50.94908  48.745995 50.44502  42.46106 46.646572 41.126602 44.27249  44.890533 39.144123,602.14484,24.53863966,weighted6,2,-0.36917962480936806
21,45.709377 39.713135 46.859375 50.562668 50.29206  51.25164  42.01759 45.65988  40.121777 45.507053 45.141697 38.065163,782.0323,27.9648402,weighted6,2,-0.15872297533846846
22,45.25463  38.325546 47.76089  51.129406 51.229877 52.33612  42.131336 45.231617 40.0162   47.124893 45.004513 36.964832,955.6984,30.91437247,weighted6,2,-0.16592489710904215
23,45.257504 38.684494 47.844086 50.913326 51.430202 52.408245 42.206818 44.873676 40.2708   47.714584 44.64048  36.829132,1114.496,33.38406763,weighted6,2,-0.289452770480086
24,44.8006   39.296    48.045338 51.575294 52.1      52.772774 42.615673 45.255104 40.124462 47.626686 44.864403 36.7681  ,1223.2089,34.97440296,weighted6,2,-0.23030006145577933
25,44.671333 39.74652  47.460007 51.394173 51.693798 52.68342  43.544407 44.57163  39.739906 47.801678 44.697    37.04621 ,1271.8578,35.66311523,weighted6,2,0.02305050774749845
26,44.81114  39.73754  46.97504  51.51007  52.168533 52.561108 43.851086 45.08277  39.253647 48.59935  43.80977  36.979343,1244.1571,35.27261125,weighted6,2,0.5260944745706945
27,44.975807 40.4844   47.084427 51.66216  52.021023 51.826664 43.793987 45.72648  39.369946 47.873398 43.82509  36.660732,1156.3967,34.00583374,weighted6,2,0.6788378485009576
28,44.752277 41.56216  46.915184 51.77701  51.383183 50.890747 44.00083 45.525158 40.983574 46.712746 43.75671  36.265076,1088.478,32.99209038,weighted6,2,0.3874465745744273
29,44.901123 42.44133  46.74454  50.97939  51.195717 50.084774 44.174564 44.889095 41.052334 46.797665 43.794003 36.689907,1071.6741,32.73643341,weighted6,2,-0.13608932428905124
30,45.149345 42.40478  46.869747 49.864178 51.2881   49.88406  43.94827 44.718246 40.81175  47.671368 43.46898  37.015984,1135.2946,33.69413236,weighted6,2,-0.6649779119585009
31,44.978012 42.960583 46.259403 48.606873 50.58351  49.78493  44.024067 44.671993 40.623806 47.861206 42.99235  37.21166 ,1332.2964,36.50063543,weighted6,2,-0.6863529829209065
32,44.88115  41.66996  46.60439  48.725292 51.60239  50.19941  42.66461 44.709526 40.321438 48.455124 42.582596 36.831287,1652.9508,40.65649771,weighted6,2,-0.4438593627042515
33,45.33956  40.591656 46.669598 48.3779   51.770287 50.327282 42.47683 44.50659  39.87945  48.646313 42.966305 38.003387,2085.5881,45.66823989,weighted6,2,-0.3076377718223604
