id,predict_data,mse,rmse,smooth,skip,result_corr
0,43.926083 41.30866  44.028736 44.877438 46.757114 48.87352  38.73183 37.32098  36.206116 39.819477 41.091797 44.24894 ,510.66943,22.59799623,weighted12,3,-0.4501370946996094
1,46.06361  41.611347 43.07431  48.23111  44.10691  50.112923 39.98488 36.50884  36.58529  38.313667 39.04859  45.80715 ,623.71356,24.97425799,weighted12,3,-0.2599930060164777
2,45.206142 42.260002 43.39161  47.56662  44.9554   49.781696 42.526672 38.698624 36.640556 41.830906 39.44321  46.031467,572.87177,23.93473971,weighted12,3,0.3981844328471726
3,44.490437 46.345684 43.249077 42.200863 48.040684 47.287754 42.41998 38.547783 38.701794 42.443012 42.309376 45.84326 ,420.1553,20.49769021,weighted12,3,0.38052181339456315
4,42.684265 43.55236  43.271313 45.908512 45.526024 49.287117 40.539215 38.6783   38.04586  41.605774 37.0285   44.336475,284.0315,16.85323394,weighted12,3,0.3794004920168962
5,40.789856 43.53232  43.888195 44.67253  46.80473  51.25411  41.743668 38.51425  39.07876  43.25627  38.362095 43.23019 ,170.98592,13.07615831,weighted12,3,0.14080918560323813
6,41.513557 43.167942 43.78706  45.038155 47.244022 55.197506 42.115902 37.74746  39.59056  44.50251  39.639618 46.61531 ,117.63687,10.84605326,weighted12,3,-0.0366567608226807
7,42.375523 44.890244 45.30673  46.348976 47.853333 53.801025 43.672817 38.093662 39.110966 43.867683 39.36489  46.94233 ,111.161964,10.54333744,weighted12,3,-0.19700325036389982
8,43.466026 42.97243  43.17374  44.123283 46.609356 52.793873 42.136982 37.199318 37.231804 45.955017 37.29392  46.936745,181.19397,13.46083094,weighted12,3,-0.2587559910789503
9,42.897152 42.284462 43.413742 43.500813 47.218792 53.814747 41.61689 36.48532  35.795208 44.652943 37.876804 46.897182,226.39424,15.04640294,weighted12,3,-0.3387157158339912
10,43.02891  41.466434 43.04686  42.728897 46.891357 53.981647 41.27989 36.790737 34.926502 44.56303  38.786785 46.8418  ,232.279,15.24070231,weighted12,3,0.36697616052908033
11,43.227554 40.604324 43.184536 43.50757  46.140568 53.82751  40.70836 37.325275 34.450233 44.08008  39.088795 46.55825 ,265.1523,16.28349819,weighted12,3,0.24711159082953235
12,42.85389  40.20864  43.59984  43.8406   46.582714 53.379154 40.544415 37.880714 34.2623   43.682274 39.788956 45.953453,341.7876,18.48749842,weighted12,3,-0.2509954175116011
13,43.136288 39.833015 43.918785 45.099926 46.346462 53.7822   40.649227 38.18865  33.873405 43.77617  40.0231   46.003838,480.28223,21.91534226,weighted12,3,-0.22310794443462684
14,42.976974 39.520054 43.681202 45.78071  46.452343 53.272053 41.593792 38.40391  34.081837 44.0195   40.21622  45.851364,674.73236,25.97561088,weighted12,3,-0.10509791238191712
15,44.013504 40.71152  43.25189  45.42679  46.924507 52.42285  41.693913 38.149387 35.18626  43.832367 40.09114  45.771393,898.6018,29.97668772,weighted12,3,-0.17746341588710263
16,44.564304 41.28565  43.301815 46.242065 46.169693 52.656593 41.54528 38.504223 35.347942 44.350456 38.898243 45.978462,1115.5056,33.39918585,weighted12,3,-0.2506817652657797
17,44.07795  41.38484  43.113632 46.07564  46.33203  52.572342 42.003853 38.21835  35.963108 44.807823 38.93738  45.275646,1243.9178,35.26921954,weighted12,3,-0.2890468418622427
18,43.8078   41.723522 42.584415 45.060883 46.440235 53.005306 42.174717 38.596317 36.487904 45.442566 38.997242 45.312485,1238.3389,35.19003932,weighted12,3,0.3167976146935021
19,43.455532 41.923527 42.723804 44.18353  46.24513  52.897964 42.378227 38.874672 37.300175 45.7658   39.505394 45.275932,1190.1481,34.49852274,weighted12,3,0.3023267597918475
20,42.964447 41.962154 43.08773  43.48377  47.01102  53.34448  42.28749 38.234493 37.716824 45.634274 40.30591  45.538437,1204.2828,34.70277852,weighted12,3,-0.17083553097198512
21,43.210728 41.769413 43.59664  43.828934 46.85943  53.246204 42.588318 38.645485 37.050217 45.633835 41.196392 45.69671 ,1381.5355,37.16901293,weighted12,3,-0.19026702057295544
22,43.21236  41.81178  43.598415 43.831875 46.782684 52.48917  43.041573 38.93447  36.771244 45.32645  41.806942 46.03296 ,1792.5612,42.3386485,weighted12,3,-0.09112342425633047
23,43.45427  41.602543 43.468853 44.762173 46.346504 52.0153   43.038185 38.25958  37.376705 44.645065 40.779034 45.72408 ,2422.2039,49.21589029,weighted12,3,-0.1455974276819479
24,43.870182 42.39011  43.630714 44.741295 46.459435 51.353737 43.112415 39.05741  37.413548 45.221634 40.565445 45.130733,3004.0173,54.80891656,weighted12,3,-0.25590176210222715
25,45.45608  42.391197 42.90708  46.444195 45.707634 52.931465 42.563396 35.957954 39.128334 42.753082 38.37803  46.726826,3228.2444,56.81764149,weighted12,3,-0.13468070883796984
26,45.578407 42.44665  42.6997   45.75336  44.65415  52.664463 43.216988 36.35763  40.536236 43.567837 36.90076  46.19808 ,3038.489,55.122491,weighted12,3,0.3855984936669904
27,45.66284  46.267906 42.66333  40.365757 48.28207  52.113136 44.65089 39.24232  38.926247 48.137356 43.462925 46.167664,2504.7786,50.04776283,weighted12,3,0.09259476030892302
28,43.428852 43.583546 42.345505 41.24413  45.10587  52.71669  42.626904 36.71552  39.35342  43.036423 41.49422  47.76606 ,2261.097,47.55099288,weighted12,3,0.10170464760238308
29,42.74955  43.9491   44.370674 40.788975 47.487297 51.910583 42.400608 38.331    39.773354 43.712406 41.22743  44.536266,2282.2878,47.77329633,weighted12,3,-0.308625094442596
30,41.11178  41.878326 43.44641  38.21257  47.382065 52.743015 43.12783 39.235672 39.203255 45.700768 45.501125 46.624275,2700.674,51.96801009,weighted12,3,0.24666635324167446
31,39.90072  43.436214 44.78476  43.321533 45.31795  51.43121  44.375957 39.328426 41.760693 40.585052 44.787483 44.46974 ,3515.2373,59.2894367,weighted12,3,-0.02819092288362883
32,42.931187 41.830914 43.42192  42.37581  46.453205 50.6587   44.873936 41.522858 40.45939  47.02537  41.036335 44.98337 ,4172.1733,64.59236286,weighted12,3,0.05619785948807038
33,44.680912 42.067265 42.429325 42.231503 43.96729  50.95892  45.6238 36.835007 42.905785 44.11891  40.853024 46.555107,4510.0933,67.15722792,weighted12,3,0.0673148120794701
34,45.758278 42.82563  43.31502  45.029556 44.66407  53.94299  44.260166 37.499947 41.80167  42.998947 38.719517 47.623238,4246.0605,65.16180282,weighted12,3,0.28290474299140356
35,45.587772 45.40046  42.99547  40.374477 47.52329  52.088604 44.805412 37.581795 42.093983 43.686844 41.572372 48.540947,3678.0388,60.64683684,weighted12,3,0.15609683546192826
36,44.293167 44.90062  42.240643 40.000843 47.380383 53.249447 43.791927 37.047134 40.71304  43.33249  40.81627  48.790966,3485.9211,59.04168987,weighted12,3,0.11015633179008932
37,40.81406  44.08074  42.54862  38.63361  48.68151  54.002277 43.78848 38.15107  39.329224 42.713913 40.952667 47.298717,3900.0837,62.45065044,weighted12,3,-0.1739102420293232
38,38.68252  41.72194  41.73929  37.248318 48.37448  55.432007 44.26969 37.1491   41.52242  44.465782 41.433067 46.881725,4762.8125,69.01313281,weighted12,3,0.217634064757736
39,39.55872  42.453342 43.9753   38.899063 47.248306 55.014023 44.671894 38.92349  42.4156   43.08845  42.00695  46.21028 ,5537.0454,74.41132582,weighted12,3,0.18789989523529538
40,41.609943 39.554268 42.457413 42.77985  42.795513 56.205387 45.12503 39.6188   41.448112 44.006824 40.016277 46.960995,5857.246,76.53264724,weighted12,3,0.3839025838241449
41,43.534084 38.7527   42.475952 44.201813 43.91857  56.89684  45.489075 35.908028 43.22188  42.89344  38.606865 48.781395,5542.8965,74.45063119,weighted12,3,-0.039810877471139816
42,46.048744 42.727753 43.04808  41.704693 45.86443  55.74646  45.348618 37.528343 43.054447 43.57234  39.274734 49.571598,4594.806,67.78499946,weighted12,3,0.08771273965698795
43,44.007893 44.531696 42.22339  40.262253 45.63775  53.95692  44.64375 36.972404 41.303783 44.034527 41.19922  48.86453 ,3821.5,61.81828209,weighted12,3,0.03187004996579795
44,43.277287 43.924236 41.605774 39.545185 48.328087 53.86622  43.44279 33.92296  41.366356 43.674442 39.021595 47.47406 ,3340.9775,57.80118977,weighted12,3,0.029251143839980148
