id,predict_data,mse,rmse,smooth,skip,result_corr
0,45.114605 44.972225 41.05253  45.889675 46.80843  44.938915 43.60554 48.560116 47.773014 47.99143  41.180103 45.59955 ,911.2358,30.18668214,weighted3,2,0.3572935743200455
1,43.7507   46.05746  39.88859  45.25085  43.884922 41.40802  43.35135 49.149536 48.64223  47.991802 42.203796 48.233852,999.63965,31.61707843,weighted3,2,-0.2621195264230592
2,45.72941  46.690926 41.089573 45.37171  45.56561  44.149998 40.661053 47.656982 47.378193 48.599297 42.418972 49.800045,936.7668,30.60664609,weighted3,2,-0.4283728683291232
3,45.844513 49.312546 42.662907 49.749214 46.122185 50.161465 43.78809 47.777668 45.297268 47.55523  40.76029  47.2372  ,640.73627,25.31276885,weighted3,2,0.21830620882414262
4,42.94767  46.885242 42.2017   51.4144   47.04663  49.410294 43.680317 48.491444 45.86283  49.98817  41.07712  46.02281 ,390.42026,19.75905508,weighted3,2,-0.14534700872360495
5,41.726326 44.48193  42.666405 50.052723 47.42272  47.89662  43.434948 47.73952  45.81517  47.312656 40.76206  43.650356,198.03505,14.07249265,weighted3,2,-0.293048196747439
6,45.806633 47.125443 40.626537 47.771572 48.275696 49.35658  40.986515 46.683895 45.17157  48.95109  41.776108 48.875874,69.10026,8.312656487,weighted3,2,-0.07538089537550414
7,44.851818 47.98666  40.228237 50.002686 50.955494 46.622257 44.807026 46.927834 42.95472  49.2561   47.14043  47.35701 ,30.067736,5.483405481,weighted3,2,-0.24419238146037314
8,45.512142 48.16638  43.68111  52.7131   48.562504 43.924026 44.40348 47.766125 44.42175  48.18626  44.445843 46.950344,23.908716,4.889653996,weighted3,2,-0.1530443858511421
9,47.50584  47.508427 47.723972 52.109314 46.768898 47.29066  42.097286 44.80806  43.96311  47.340637 41.638752 43.616924,44.590923,6.677643545,weighted3,2,-0.6072027604856971
10,45.898956 48.619335 47.31737  55.1012   47.96765  51.178837 42.82774 45.38459  45.89638  48.33076  40.79124  41.162045,76.60896,8.752654627,weighted3,2,-0.6495355894861303
