id,predict_data,mse,rmse,smooth,skip,result_corr
0,41.063545 44.322575 33.33307  41.51662  47.409294 44.867268 44.43034 46.393536 43.963226 44.67408  41.39324  41.702827,1145.537,33.84578242,raw,3,0.5572363246797056
1,42.53812  44.50149  31.70388  38.344917 44.14739  42.731365 45.06502 47.309364 44.202415 46.10399  43.09929  36.7743  ,1232.0553,35.10064526,raw,3,-0.29493457642889265
2,45.075127 42.833683 34.20365  36.940907 47.718464 40.73117  42.72975 42.109074 40.637367 40.073082 36.759144 41.43676 ,784.20874,28.00372726,raw,3,0.12245834283108548
3,44.96817  45.310925 44.221092 34.788555 38.44418  44.35588  41.767906 42.076828 41.584946 42.70941  40.73067  39.998634,248.88771,15.77617541,raw,3,0.3728333026032216
4,48.61247  40.73576  39.428326 41.940388 35.611317 47.15478  41.70762 44.89458  45.660576 43.382793 41.421314 37.49045 ,85.63052,9.253676225,raw,3,0.31775650925876
5,43.804222 39.708916 33.849968 43.744987 33.855286 47.112823 43.94096 45.593605 45.964275 42.808376 42.75761  36.120884,91.23167,9.551526923,raw,3,0.2386987443497694
6,44.289593 45.6396   37.38056  39.84983  36.611797 44.15196  42.260437 43.621574 45.61688  42.37109  42.264336 35.26989 ,123.17059,11.09822478,raw,3,-0.2876807896487372
7,44.07616  42.265373 38.96994  42.516277 38.04001  50.39259  41.41894 45.77218  47.869198 45.170128 37.676804 38.578243,199.41638,14.12148653,raw,3,-0.26340556451984143
8,43.972557 38.68631  35.779224 39.739605 35.53998  46.198803 43.376976 49.541534 49.001007 46.49073  38.267857 38.15439 ,306.25668,17.50019095,raw,3,0.5201531262389356
9,44.918606 35.21681  35.532898 40.651978 39.284485 45.07067  41.158485 48.759434 48.009285 43.434647 37.22183  38.896378,333.45355,18.26071062,raw,3,0.37057621713947425
10,45.38483  36.06812  35.23835  39.82274  42.801735 44.16515  40.707436 48.60127  45.94556  43.03574  38.267334 37.84869 ,370.84512,19.25733947,raw,3,-0.47317698424334276
11,43.46764  37.088566 33.21047  39.06802  43.810257 44.21119  41.16645 48.299946 45.227535 43.110798 38.328682 37.062588,492.9922,22.20342738,raw,3,-0.3992441427854246
12,45.528282 39.834682 33.02926  36.8085   44.591927 43.651485 41.967384 47.678097 43.049526 43.16243  40.46793  36.678226,612.73004,24.75338445,raw,3,0.2013292706078303
13,43.949467 42.074398 29.399881 36.29956  43.25288  44.291386 44.118393 46.983093 42.24661  43.745323 41.353127 34.242783,945.6147,30.75084853,raw,3,0.3077699157027249
14,42.730373 44.364925 32.716602 36.096603 42.38428  42.958126 43.492134 45.23271  40.859234 43.47181  42.50759  34.730328,1329.1019,36.45685023,raw,3,-0.1790527675850931
15,42.89933  45.02845  33.23917  37.295677 42.738968 42.852318 42.293854 44.26548  41.490944 44.084816 43.141228 35.787624,1526.6959,39.07295641,raw,3,-0.02404187524492729
16,43.120087 43.721336 34.43626  37.23991  40.734787 41.442497 43.522034 46.492077 42.84984  44.77354  43.002735 37.15807 ,1645.7767,40.5681739,raw,3,0.5061969638194516
17,46.71512  39.70659  36.376648 37.33592  42.777332 41.030815 41.15455 45.482853 42.38195  42.914444 40.71444  37.433254,1593.3448,39.91672392,raw,3,0.20032109926448688
18,45.464264 38.562042 37.12687  38.263973 42.70238  39.34801  39.92549 44.983395 41.85389  42.2574   40.68116  36.579975,1423.7347,37.73240969,raw,3,-0.11232783037547259
19,41.829834 37.396866 37.45285  40.4519   42.52837  40.820385 40.86441 46.91926  43.274128 43.547375 40.038307 36.39082 ,1379.377,37.13996437,raw,3,-0.699413081236762
20,42.715122 40.492886 35.739456 38.304764 43.09343  39.944775 41.352673 45.30457  41.342377 43.661716 40.681168 37.017307,1559.6412,39.49229337,raw,3,0.06493016593552449
21,44.050594 41.430798 34.206486 37.056156 44.593697 40.48702  41.791046 44.822056 41.18225  43.075806 41.649387 36.563076,2181.1511,46.70279567,raw,3,0.20164031751957784
22,43.793587 42.8969   33.389824 36.831696 44.25204  40.53286  41.332565 43.523865 41.963852 43.621765 41.327496 37.119   ,3155.364,56.17262691,raw,3,-0.031559807465667014
23,43.12651  43.031624 35.765278 38.200268 42.543198 42.204742 41.68081 43.638298 41.9037   43.405117 42.982098 37.276802,4052.2832,63.65754632,raw,3,0.04828452724717694
24,42.748917 42.04448  36.30434  39.29004  41.61706  40.837364 41.785053 43.435555 42.598133 42.406597 42.342285 38.35144 ,4371.2812,66.11566569,raw,3,0.5141230863407891
25,44.199097 40.88651  38.86386  38.300896 36.41914  39.614113 42.827442 47.606415 44.693233 46.56092  43.673073 35.750195,3798.2668,61.63008069,raw,3,-0.19809949547368544
26,44.07575  37.06652  37.43483  39.427975 43.236324 37.370003 42.411686 46.790836 43.300205 42.324863 36.42892  38.987995,3071.2961,55.41927591,raw,3,-0.24545025779849947
27,45.156986 38.45046  41.035206 33.77506  43.721405 36.61164  41.39436 44.44813  40.751076 42.581867 39.09053  38.14753 ,2221.9973,47.13806651,raw,3,0.0629300532721057
28,42.652462 40.305054 37.55929  36.52411  43.890083 41.368137 40.410164 43.943253 40.522305 45.319122 38.794556 38.646675,2161.3813,46.49065871,raw,3,0.08066098463487484
29,40.648422 39.372047 34.997498 41.0201   38.366623 43.285877 45.657967 49.55369  42.299976 44.648537 43.595173 35.437836,2898.2773,53.83565123,raw,3,0.4146993862953313
30,43.02301  46.029526 29.589798 34.280457 46.778343 36.631718 43.61551 42.5796   39.43212  42.78454  43.390854 37.84543 ,4395.6284,66.29953558,raw,3,0.005597234679943289
31,38.03239  45.00392  35.540516 37.9408   44.51414  45.842587 41.560005 42.45244  39.380985 42.45837  46.33275  36.313793,5646.3315,75.14207572,raw,3,0.1716263505653191
32,44.493694 42.11314  36.700806 36.882458 40.171337 42.10084  47.04164 45.383316 41.3036   44.936382 43.55241  38.859024,5760.418,75.89741741,raw,3,0.2721761743770005
33,41.078102 44.154564 35.24092  36.18335  36.41658  42.461967 45.49424 47.835464 42.022186 47.56858  45.828785 35.549606,5293.4004,72.75575847,raw,3,-0.3432281482006967
34,41.97971  42.977108 37.120544 38.689163 39.13588  38.199646 43.897736 46.81157  41.892838 45.06283  40.732155 36.833786,4222.344,64.97956785,raw,3,-0.300215368813164
35,43.161472 40.8386   41.058147 34.2694   39.326168 37.76326  44.066067 47.69474  40.945656 44.56136  39.754063 38.40435 ,3201.0203,56.57755972,raw,3,-0.17793738201748172
36,48.247337 39.49074  39.511818 34.25337  41.70931  37.719597 41.47345 46.328693 42.141064 44.622707 38.84945  37.33689 ,4008.166,63.31007831,raw,3,0.046732894342580864
37,45.665417 37.7584   36.66297  36.672672 39.182907 39.070225 41.09144 45.927307 40.465664 44.427765 40.580902 37.734734,5575.484,74.66916289,raw,3,0.34856766406641243
